capacity,bandwidth_scale,candidate_transfer_amplification,complete_cold_set_coverage,profitable_lookahead_count,minimum_profitable_lookahead,maximum_profitable_lookahead,profitable_lookaheads,window_exists
8,2.0,2.0,0.7000000000000001,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,2.0,2.0,0.71,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,2.0,2.0,0.72,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,2.0,2.0,0.73,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,2.0,2.0,0.74,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,2.0,2.0,0.75,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,2.0,2.0,0.76,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,2.0,2.0,0.77,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,2.0,2.0,0.78,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,2.0,2.0,0.79,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,2.0,2.0,0.8,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,2.0,2.0,0.81,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,2.0,2.0,0.8200000000000001,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,2.0,2.0,0.8300000000000001,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,2.0,2.0,0.84,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,2.0,2.0,0.85,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,2.0,2.0,0.86,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,2.0,2.0,0.87,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,2.0,2.0,0.88,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,2.0,2.0,0.89,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,2.0,2.0,0.9,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,2.0,2.0,0.91,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,2.0,2.0,0.92,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,2.0,2.0,0.93,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,2.0,2.0,0.9400000000000001,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,2.0,2.0,0.9500000000000001,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,2.0,2.0,0.96,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,2.0,2.0,0.97,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,2.0,2.0,0.98,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,2.0,2.0,0.99,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,2.0,2.0,1.0,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,2.0,4.0,0.0,0,,,,False
8,2.0,4.0,0.01,0,,,,False
8,2.0,4.0,0.02,0,,,,False
8,2.0,4.0,0.03,0,,,,False
8,2.0,4.0,0.04,0,,,,False
8,2.0,4.0,0.05,0,,,,False
8,2.0,4.0,0.06,0,,,,False
8,2.0,4.0,0.07,0,,,,False
8,2.0,4.0,0.08,0,,,,False
8,2.0,4.0,0.09,0,,,,False
8,2.0,4.0,0.1,0,,,,False
8,2.0,4.0,0.11,0,,,,False
8,2.0,4.0,0.12,0,,,,False
8,2.0,4.0,0.13,0,,,,False
8,2.0,4.0,0.14,0,,,,False
8,2.0,4.0,0.15,0,,,,False
8,2.0,4.0,0.16,0,,,,False
8,2.0,4.0,0.17,0,,,,False
8,2.0,4.0,0.18,0,,,,False
8,2.0,4.0,0.19,0,,,,False
8,2.0,4.0,0.2,0,,,,False
8,2.0,4.0,0.21,0,,,,False
8,2.0,4.0,0.22,0,,,,False
8,2.0,4.0,0.23,0,,,,False
8,2.0,4.0,0.24,0,,,,False
8,2.0,4.0,0.25,0,,,,False
8,2.0,4.0,0.26,0,,,,False
8,2.0,4.0,0.27,0,,,,False
8,2.0,4.0,0.28,0,,,,False
8,2.0,4.0,0.29,0,,,,False
8,2.0,4.0,0.3,0,,,,False
8,2.0,4.0,0.31,0,,,,False
8,2.0,4.0,0.32,0,,,,False
8,2.0,4.0,0.33,0,,,,False
8,2.0,4.0,0.34,0,,,,False
8,2.0,4.0,0.35000000000000003,0,,,,False
8,2.0,4.0,0.36,0,,,,False
8,2.0,4.0,0.37,0,,,,False
8,2.0,4.0,0.38,0,,,,False
8,2.0,4.0,0.39,0,,,,False
8,2.0,4.0,0.4,0,,,,False
8,2.0,4.0,0.41000000000000003,0,,,,False
8,2.0,4.0,0.42,0,,,,False
8,2.0,4.0,0.43,0,,,,False
8,2.0,4.0,0.44,0,,,,False
8,2.0,4.0,0.45,0,,,,False
8,2.0,4.0,0.46,0,,,,False
8,2.0,4.0,0.47000000000000003,0,,,,False
8,2.0,4.0,0.48,0,,,,False
8,2.0,4.0,0.49,0,,,,False
8,2.0,4.0,0.5,0,,,,False
8,2.0,4.0,0.51,0,,,,False
8,2.0,4.0,0.52,0,,,,False
8,2.0,4.0,0.53,0,,,,False
8,2.0,4.0,0.54,0,,,,False
8,2.0,4.0,0.55,0,,,,False
8,2.0,4.0,0.56,0,,,,False
8,2.0,4.0,0.5700000000000001,0,,,,False
8,2.0,4.0,0.58,0,,,,False
8,2.0,4.0,0.59,0,,,,False
8,2.0,4.0,0.6,0,,,,False
8,2.0,4.0,0.61,0,,,,False
8,2.0,4.0,0.62,0,,,,False
8,2.0,4.0,0.63,0,,,,False
8,2.0,4.0,0.64,0,,,,False
8,2.0,4.0,0.65,0,,,,False
8,2.0,4.0,0.66,0,,,,False
8,2.0,4.0,0.67,0,,,,False
8,2.0,4.0,0.68,0,,,,False
8,2.0,4.0,0.6900000000000001,0,,,,False
8,2.0,4.0,0.7000000000000001,0,,,,False
8,2.0,4.0,0.71,0,,,,False
8,2.0,4.0,0.72,0,,,,False
8,2.0,4.0,0.73,0,,,,False
8,2.0,4.0,0.74,0,,,,False
8,2.0,4.0,0.75,0,,,,False
8,2.0,4.0,0.76,0,,,,False
8,2.0,4.0,0.77,0,,,,False
8,2.0,4.0,0.78,0,,,,False
8,2.0,4.0,0.79,0,,,,False
8,2.0,4.0,0.8,0,,,,False
8,2.0,4.0,0.81,0,,,,False
8,2.0,4.0,0.8200000000000001,0,,,,False
8,2.0,4.0,0.8300000000000001,0,,,,False
8,2.0,4.0,0.84,0,,,,False
8,2.0,4.0,0.85,0,,,,False
8,2.0,4.0,0.86,0,,,,False
8,2.0,4.0,0.87,0,,,,False
8,2.0,4.0,0.88,0,,,,False
8,2.0,4.0,0.89,0,,,,False
8,2.0,4.0,0.9,0,,,,False
8,2.0,4.0,0.91,0,,,,False
8,2.0,4.0,0.92,0,,,,False
8,2.0,4.0,0.93,0,,,,False
8,2.0,4.0,0.9400000000000001,0,,,,False
8,2.0,4.0,0.9500000000000001,0,,,,False
8,2.0,4.0,0.96,0,,,,False
8,2.0,4.0,0.97,0,,,,False
8,2.0,4.0,0.98,0,,,,False
8,2.0,4.0,0.99,0,,,,False
8,2.0,4.0,1.0,0,,,,False
8,4.0,1.0,0.0,0,,,,False
8,4.0,1.0,0.01,0,,,,False
8,4.0,1.0,0.02,0,,,,False
8,4.0,1.0,0.03,0,,,,False
8,4.0,1.0,0.04,0,,,,False
8,4.0,1.0,0.05,0,,,,False
8,4.0,1.0,0.06,0,,,,False
8,4.0,1.0,0.07,0,,,,False
8,4.0,1.0,0.08,0,,,,False
8,4.0,1.0,0.09,0,,,,False
8,4.0,1.0,0.1,0,,,,False
8,4.0,1.0,0.11,0,,,,False
8,4.0,1.0,0.12,0,,,,False
8,4.0,1.0,0.13,0,,,,False
8,4.0,1.0,0.14,0,,,,False
8,4.0,1.0,0.15,0,,,,False
8,4.0,1.0,0.16,0,,,,False
8,4.0,1.0,0.17,0,,,,False
8,4.0,1.0,0.18,0,,,,False
8,4.0,1.0,0.19,0,,,,False
8,4.0,1.0,0.2,0,,,,False
8,4.0,1.0,0.21,0,,,,False
8,4.0,1.0,0.22,0,,,,False
8,4.0,1.0,0.23,0,,,,False
8,4.0,1.0,0.24,0,,,,False
8,4.0,1.0,0.25,0,,,,False
8,4.0,1.0,0.26,0,,,,False
8,4.0,1.0,0.27,0,,,,False
8,4.0,1.0,0.28,0,,,,False
8,4.0,1.0,0.29,0,,,,False
8,4.0,1.0,0.3,0,,,,False
8,4.0,1.0,0.31,0,,,,False
8,4.0,1.0,0.32,0,,,,False
8,4.0,1.0,0.33,0,,,,False
8,4.0,1.0,0.34,0,,,,False
8,4.0,1.0,0.35000000000000003,0,,,,False
8,4.0,1.0,0.36,0,,,,False
8,4.0,1.0,0.37,0,,,,False
8,4.0,1.0,0.38,0,,,,False
8,4.0,1.0,0.39,0,,,,False
8,4.0,1.0,0.4,0,,,,False
8,4.0,1.0,0.41000000000000003,0,,,,False
8,4.0,1.0,0.42,0,,,,False
8,4.0,1.0,0.43,0,,,,False
8,4.0,1.0,0.44,0,,,,False
8,4.0,1.0,0.45,0,,,,False
8,4.0,1.0,0.46,0,,,,False
8,4.0,1.0,0.47000000000000003,0,,,,False
8,4.0,1.0,0.48,0,,,,False
8,4.0,1.0,0.49,0,,,,False
8,4.0,1.0,0.5,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,1.0,0.51,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,1.0,0.52,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,1.0,0.53,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,1.0,0.54,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,1.0,0.55,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,1.0,0.56,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,1.0,0.5700000000000001,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,1.0,0.58,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,1.0,0.59,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,1.0,0.6,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,1.0,0.61,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,1.0,0.62,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,1.0,0.63,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,1.0,0.64,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,1.0,0.65,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,1.0,0.66,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,1.0,0.67,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,1.0,0.68,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,1.0,0.6900000000000001,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,1.0,0.7000000000000001,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,1.0,0.71,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,1.0,0.72,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,1.0,0.73,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,1.0,0.74,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,1.0,0.75,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,1.0,0.76,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,1.0,0.77,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,1.0,0.78,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,1.0,0.79,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,1.0,0.8,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,1.0,0.81,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,1.0,0.8200000000000001,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,1.0,0.8300000000000001,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,1.0,0.84,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,1.0,0.85,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,1.0,0.86,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,1.0,0.87,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,1.0,0.88,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,1.0,0.89,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,1.0,0.9,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,1.0,0.91,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,1.0,0.92,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,1.0,0.93,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,1.0,0.9400000000000001,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,1.0,0.9500000000000001,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,1.0,0.96,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,1.0,0.97,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,1.0,0.98,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,1.0,0.99,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,1.0,1.0,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,2.0,0.0,0,,,,False
8,4.0,2.0,0.01,0,,,,False
8,4.0,2.0,0.02,0,,,,False
8,4.0,2.0,0.03,0,,,,False
8,4.0,2.0,0.04,0,,,,False
8,4.0,2.0,0.05,0,,,,False
8,4.0,2.0,0.06,0,,,,False
8,4.0,2.0,0.07,0,,,,False
8,4.0,2.0,0.08,0,,,,False
8,4.0,2.0,0.09,0,,,,False
8,4.0,2.0,0.1,0,,,,False
8,4.0,2.0,0.11,0,,,,False
8,4.0,2.0,0.12,0,,,,False
8,4.0,2.0,0.13,0,,,,False
8,4.0,2.0,0.14,0,,,,False
8,4.0,2.0,0.15,0,,,,False
8,4.0,2.0,0.16,0,,,,False
8,4.0,2.0,0.17,0,,,,False
8,4.0,2.0,0.18,0,,,,False
8,4.0,2.0,0.19,0,,,,False
8,4.0,2.0,0.2,0,,,,False
8,4.0,2.0,0.21,0,,,,False
8,4.0,2.0,0.22,0,,,,False
8,4.0,2.0,0.23,0,,,,False
8,4.0,2.0,0.24,0,,,,False
8,4.0,2.0,0.25,0,,,,False
8,4.0,2.0,0.26,0,,,,False
8,4.0,2.0,0.27,0,,,,False
8,4.0,2.0,0.28,0,,,,False
8,4.0,2.0,0.29,0,,,,False
8,4.0,2.0,0.3,0,,,,False
8,4.0,2.0,0.31,0,,,,False
8,4.0,2.0,0.32,0,,,,False
8,4.0,2.0,0.33,0,,,,False
8,4.0,2.0,0.34,0,,,,False
8,4.0,2.0,0.35000000000000003,0,,,,False
8,4.0,2.0,0.36,0,,,,False
8,4.0,2.0,0.37,0,,,,False
8,4.0,2.0,0.38,0,,,,False
8,4.0,2.0,0.39,0,,,,False
8,4.0,2.0,0.4,0,,,,False
8,4.0,2.0,0.41000000000000003,0,,,,False
8,4.0,2.0,0.42,0,,,,False
8,4.0,2.0,0.43,0,,,,False
8,4.0,2.0,0.44,0,,,,False
8,4.0,2.0,0.45,0,,,,False
8,4.0,2.0,0.46,0,,,,False
8,4.0,2.0,0.47000000000000003,0,,,,False
8,4.0,2.0,0.48,0,,,,False
8,4.0,2.0,0.49,0,,,,False
8,4.0,2.0,0.5,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,2.0,0.51,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,2.0,0.52,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,2.0,0.53,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,2.0,0.54,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,2.0,0.55,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,2.0,0.56,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,2.0,0.5700000000000001,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,2.0,0.58,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,2.0,0.59,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,2.0,0.6,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,2.0,0.61,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,2.0,0.62,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,2.0,0.63,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,2.0,0.64,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,2.0,0.65,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,2.0,0.66,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,2.0,0.67,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,2.0,0.68,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,2.0,0.6900000000000001,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,2.0,0.7000000000000001,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,2.0,0.71,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,2.0,0.72,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,2.0,0.73,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,2.0,0.74,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,2.0,0.75,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,2.0,0.76,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,2.0,0.77,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,2.0,0.78,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,2.0,0.79,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,2.0,0.8,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,2.0,0.81,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,2.0,0.8200000000000001,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,2.0,0.8300000000000001,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,2.0,0.84,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,2.0,0.85,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,2.0,0.86,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,2.0,0.87,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,2.0,0.88,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,2.0,0.89,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,2.0,0.9,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,2.0,0.91,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,2.0,0.92,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,2.0,0.93,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,2.0,0.9400000000000001,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,2.0,0.9500000000000001,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,2.0,0.96,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,2.0,0.97,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,2.0,0.98,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,2.0,0.99,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,2.0,1.0,15,1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,4.0,4.0,0.0,0,,,,False
8,4.0,4.0,0.01,0,,,,False
8,4.0,4.0,0.02,0,,,,False
8,4.0,4.0,0.03,0,,,,False
8,4.0,4.0,0.04,0,,,,False
8,4.0,4.0,0.05,0,,,,False
8,4.0,4.0,0.06,0,,,,False
8,4.0,4.0,0.07,0,,,,False
8,4.0,4.0,0.08,0,,,,False
8,4.0,4.0,0.09,0,,,,False
8,4.0,4.0,0.1,0,,,,False
8,4.0,4.0,0.11,0,,,,False
8,4.0,4.0,0.12,0,,,,False
8,4.0,4.0,0.13,0,,,,False
8,4.0,4.0,0.14,0,,,,False
8,4.0,4.0,0.15,0,,,,False
8,4.0,4.0,0.16,0,,,,False
8,4.0,4.0,0.17,0,,,,False
8,4.0,4.0,0.18,0,,,,False
8,4.0,4.0,0.19,0,,,,False
8,4.0,4.0,0.2,0,,,,False
8,4.0,4.0,0.21,0,,,,False
8,4.0,4.0,0.22,0,,,,False
8,4.0,4.0,0.23,0,,,,False
8,4.0,4.0,0.24,0,,,,False
8,4.0,4.0,0.25,0,,,,False
8,4.0,4.0,0.26,0,,,,False
8,4.0,4.0,0.27,0,,,,False
8,4.0,4.0,0.28,0,,,,False
8,4.0,4.0,0.29,0,,,,False
8,4.0,4.0,0.3,0,,,,False
8,4.0,4.0,0.31,0,,,,False
8,4.0,4.0,0.32,0,,,,False
8,4.0,4.0,0.33,0,,,,False
8,4.0,4.0,0.34,0,,,,False
8,4.0,4.0,0.35000000000000003,0,,,,False
8,4.0,4.0,0.36,0,,,,False
8,4.0,4.0,0.37,0,,,,False
8,4.0,4.0,0.38,0,,,,False
8,4.0,4.0,0.39,0,,,,False
8,4.0,4.0,0.4,0,,,,False
8,4.0,4.0,0.41000000000000003,0,,,,False
8,4.0,4.0,0.42,0,,,,False
8,4.0,4.0,0.43,0,,,,False
8,4.0,4.0,0.44,0,,,,False
8,4.0,4.0,0.45,0,,,,False
8,4.0,4.0,0.46,0,,,,False
8,4.0,4.0,0.47000000000000003,0,,,,False
8,4.0,4.0,0.48,0,,,,False
8,4.0,4.0,0.49,0,,,,False
8,4.0,4.0,0.5,0,,,,False
8,4.0,4.0,0.51,0,,,,False
8,4.0,4.0,0.52,0,,,,False
8,4.0,4.0,0.53,0,,,,False
8,4.0,4.0,0.54,0,,,,False
8,4.0,4.0,0.55,0,,,,False
8,4.0,4.0,0.56,0,,,,False
8,4.0,4.0,0.5700000000000001,0,,,,False
8,4.0,4.0,0.58,0,,,,False
8,4.0,4.0,0.59,0,,,,False
8,4.0,4.0,0.6,0,,,,False
8,4.0,4.0,0.61,0,,,,False
8,4.0,4.0,0.62,0,,,,False
8,4.0,4.0,0.63,0,,,,False
8,4.0,4.0,0.64,0,,,,False
8,4.0,4.0,0.65,0,,,,False
8,4.0,4.0,0.66,0,,,,False
8,4.0,4.0,0.67,0,,,,False
8,4.0,4.0,0.68,0,,,,False
8,4.0,4.0,0.6900000000000001,0,,,,False
8,4.0,4.0,0.7000000000000001,0,,,,False
8,4.0,4.0,0.71,0,,,,False
8,4.0,4.0,0.72,0,,,,False
8,4.0,4.0,0.73,0,,,,False
8,4.0,4.0,0.74,0,,,,False
8,4.0,4.0,0.75,0,,,,False
8,4.0,4.0,0.76,0,,,,False
8,4.0,4.0,0.77,0,,,,False
8,4.0,4.0,0.78,0,,,,False
8,4.0,4.0,0.79,0,,,,False
8,4.0,4.0,0.8,0,,,,False
8,4.0,4.0,0.81,0,,,,False
8,4.0,4.0,0.8200000000000001,0,,,,False
8,4.0,4.0,0.8300000000000001,0,,,,False
8,4.0,4.0,0.84,0,,,,False
8,4.0,4.0,0.85,0,,,,False
8,4.0,4.0,0.86,0,,,,False
8,4.0,4.0,0.87,0,,,,False
8,4.0,4.0,0.88,0,,,,False
8,4.0,4.0,0.89,0,,,,False
8,4.0,4.0,0.9,0,,,,False
8,4.0,4.0,0.91,0,,,,False
8,4.0,4.0,0.92,0,,,,False
8,4.0,4.0,0.93,0,,,,False
8,4.0,4.0,0.9400000000000001,0,,,,False
8,4.0,4.0,0.9500000000000001,0,,,,False
8,4.0,4.0,0.96,0,,,,False
8,4.0,4.0,0.97,0,,,,False
8,4.0,4.0,0.98,0,,,,False
8,4.0,4.0,0.99,0,,,,False
8,4.0,4.0,1.0,0,,,,False
16,0.25,1.0,0.0,0,,,,False
16,0.25,1.0,0.01,0,,,,False
16,0.25,1.0,0.02,0,,,,False
16,0.25,1.0,0.03,0,,,,False
16,0.25,1.0,0.04,0,,,,False
16,0.25,1.0,0.05,0,,,,False
16,0.25,1.0,0.06,0,,,,False
16,0.25,1.0,0.07,0,,,,False
16,0.25,1.0,0.08,0,,,,False
16,0.25,1.0,0.09,0,,,,False
16,0.25,1.0,0.1,0,,,,False
16,0.25,1.0,0.11,0,,,,False
16,0.25,1.0,0.12,0,,,,False
16,0.25,1.0,0.13,0,,,,False
