fold,training_requests,training_tokens,feature_mode,baseline,domain,delta,evaluation_tokens,selection_coverage,complete_route_coverage
2,48,768,weighted,pairwise_head,general,1,96,0.9386322463768116,0.7934782608695652
2,48,768,weighted,pairwise_head,math,1,96,0.8385416666666666,0.5421195652173914
2,48,768,weighted,pairwise_head,ALL,1,384,0.8537420742753623,0.5942028985507246
2,48,768,weighted,pairwise_head,code,2,96,0.8335700757575758,0.546875
2,48,768,weighted,pairwise_head,conversation,2,96,0.7992424242424242,0.49195075757575757
2,48,768,weighted,pairwise_head,general,2,96,0.9361979166666666,0.7760416666666666
2,48,768,weighted,pairwise_head,math,2,96,0.8301373106060606,0.5369318181818182
2,48,768,weighted,pairwise_head,ALL,2,384,0.8497869318181818,0.5879498106060606
2,48,768,weighted,pairwise_head,code,3,96,0.822296626984127,0.5248015873015873
2,48,768,weighted,pairwise_head,conversation,3,96,0.7807539682539683,0.46478174603174605
2,48,768,weighted,pairwise_head,general,3,96,0.9237351190476191,0.75
2,48,768,weighted,pairwise_head,math,3,96,0.8143601190476191,0.5034722222222222
2,48,768,weighted,pairwise_head,ALL,3,384,0.8352864583333334,0.5607638888888888
2,48,768,binary,pairwise_head,code,1,96,0.8828125,0.6453804347826086
2,48,768,binary,pairwise_head,conversation,1,96,0.8295969202898551,0.5384963768115942
2,48,768,binary,pairwise_head,general,1,96,0.9651268115942029,0.8722826086956522
2,48,768,binary,pairwise_head,math,1,96,0.873641304347826,0.6290760869565217
2,48,768,binary,pairwise_head,ALL,1,384,0.8877943840579711,0.6713088768115942
2,48,768,binary,pairwise_head,code,2,96,0.8768939393939394,0.6458333333333334
2,48,768,binary,pairwise_head,conversation,2,96,0.8230350378787878,0.5364583333333334
2,48,768,binary,pairwise_head,general,2,96,0.9644886363636364,0.8735795454545454
2,48,768,binary,pairwise_head,math,2,96,0.8638731060606061,0.6065340909090909
2,48,768,binary,pairwise_head,ALL,2,384,0.8820726799242424,0.6656013257575758
2,48,768,binary,pairwise_head,code,3,96,0.861359126984127,0.6111111111111112
2,48,768,binary,pairwise_head,conversation,3,96,0.8010912698412699,0.49702380952380953
2,48,768,binary,pairwise_head,general,3,96,0.9584573412698413,0.8586309523809523
2,48,768,binary,pairwise_head,math,3,96,0.8490823412698413,0.5912698412698413
2,48,768,binary,pairwise_head,ALL,3,384,0.8674975198412699,0.6395089285714286
2,48,768,weighted_binary,pairwise_head,code,1,96,0.8918704710144928,0.6689311594202898
2,48,768,weighted_binary,pairwise_head,conversation,1,96,0.8383152173913043,0.5597826086956522
2,48,768,weighted_binary,pairwise_head,general,1,96,0.9676177536231884,0.8795289855072463
2,48,768,weighted_binary,pairwise_head,math,1,96,0.8810009057971014,0.6458333333333334
2,48,768,weighted_binary,pairwise_head,ALL,1,384,0.8947010869565217,0.6885190217391305
2,48,768,weighted_binary,pairwise_head,code,2,96,0.8854166666666666,0.671875
2,48,768,weighted_binary,pairwise_head,conversation,2,96,0.8278882575757576,0.5426136363636364
2,48,768,weighted_binary,pairwise_head,general,2,96,0.9700520833333334,0.890625
2,48,768,weighted_binary,pairwise_head,math,2,96,0.8741714015151515,0.634469696969697
2,48,768,weighted_binary,pairwise_head,ALL,2,384,0.8893821022727273,0.6848958333333334
2,48,768,weighted_binary,pairwise_head,code,3,96,0.8712797619047619,0.6393849206349206
2,48,768,weighted_binary,pairwise_head,conversation,3,96,0.808655753968254,0.5069444444444444
2,48,768,weighted_binary,pairwise_head,general,3,96,0.9646577380952381,0.8740079365079365
2,48,768,weighted_binary,pairwise_head,math,3,96,0.8596230158730159,0.6135912698412699
2,48,768,weighted_binary,pairwise_head,ALL,3,384,0.8760540674603174,0.6584821428571429
2,72,1152,table,transition,code,1,96,0.8328804347826086,0.541213768115942
2,72,1152,table,transition,conversation,1,96,0.8037817028985508,0.48097826086956524
2,72,1152,table,transition,general,1,96,0.9287817028985508,0.7658514492753623
2,72,1152,table,transition,math,1,96,0.8326539855072463,0.5294384057971014
2,72,1152,table,transition,ALL,1,384,0.8495244565217391,0.5793704710144928
2,72,1152,table,transition,code,2,96,0.8210227272727273,0.5284090909090909
2,72,1152,table,transition,conversation,2,96,0.7961647727272727,0.4777462121212121
2,72,1152,table,transition,general,2,96,0.9253077651515151,0.7504734848484849
2,72,1152,table,transition,math,2,96,0.825875946969697,0.5321969696969697
2,72,1152,table,transition,ALL,2,384,0.842092803030303,0.5722064393939394
2,72,1152,table,transition,code,3,96,0.8136160714285714,0.5054563492063492
2,72,1152,table,transition,conversation,3,96,0.7777777777777778,0.45882936507936506
2,72,1152,table,transition,general,3,96,0.916046626984127,0.7291666666666666
2,72,1152,table,transition,math,3,96,0.8018353174603174,0.47668650793650796
2,72,1152,table,transition,ALL,3,384,0.8273189484126984,0.5425347222222222
2,72,1152,weighted,pairwise_head,code,1,96,0.8588088768115942,0.5901268115942029
2,72,1152,weighted,pairwise_head,conversation,1,96,0.8271059782608695,0.5249094202898551
2,72,1152,weighted,pairwise_head,general,1,96,0.9462182971014492,0.8125
2,72,1152,weighted,pairwise_head,math,1,96,0.8594882246376812,0.5883152173913043
2,72,1152,weighted,pairwise_head,ALL,1,384,0.8729053442028986,0.6289628623188406
2,72,1152,weighted,pairwise_head,code,2,96,0.8559422348484849,0.5847537878787878
2,72,1152,weighted,pairwise_head,conversation,2,96,0.8226799242424242,0.5288825757575758
2,72,1152,weighted,pairwise_head,general,2,96,0.9466145833333334,0.8077651515151515
2,72,1152,weighted,pairwise_head,math,2,96,0.8565340909090909,0.5913825757575758
2,72,1152,weighted,pairwise_head,ALL,2,384,0.8704427083333334,0.6281960227272727
2,72,1152,weighted,pairwise_head,code,3,96,0.8382936507936508,0.5570436507936508
2,72,1152,weighted,pairwise_head,conversation,3,96,0.8023313492063492,0.4885912698412698
2,72,1152,weighted,pairwise_head,general,3,96,0.9340277777777778,0.779265873015873
2,72,1152,weighted,pairwise_head,math,3,96,0.8346974206349206,0.5406746031746031
2,72,1152,weighted,pairwise_head,ALL,3,384,0.8523375496031746,0.5913938492063492
2,72,1152,binary,pairwise_head,code,1,96,0.894134963768116,0.6757246376811594
2,72,1152,binary,pairwise_head,conversation,1,96,0.8483922101449275,0.5656702898550725
2,72,1152,binary,pairwise_head,general,1,96,0.9712409420289855,0.8913043478260869
2,72,1152,binary,pairwise_head,math,1,96,0.8903985507246377,0.6693840579710145
2,72,1152,binary,pairwise_head,ALL,1,384,0.9010416666666666,0.7005208333333334
2,72,1152,binary,pairwise_head,code,2,96,0.8887310606060606,0.6728219696969697
2,72,1152,binary,pairwise_head,conversation,2,96,0.8361742424242424,0.5544507575757576
2,72,1152,binary,pairwise_head,general,2,96,0.9688683712121212,0.8887310606060606
2,72,1152,binary,pairwise_head,math,2,96,0.8810369318181818,0.6524621212121212
2,72,1152,binary,pairwise_head,ALL,2,384,0.8937026515151515,0.6921164772727273
2,72,1152,binary,pairwise_head,code,3,96,0.8752480158730159,0.6388888888888888
2,72,1152,binary,pairwise_head,conversation,3,96,0.8209325396825397,0.5213293650793651
2,72,1152,binary,pairwise_head,general,3,96,0.9660218253968254,0.8784722222222222
2,72,1152,binary,pairwise_head,math,3,96,0.8649553571428571,0.626984126984127
2,72,1152,binary,pairwise_head,ALL,3,384,0.8817894345238095,0.6664186507936508
2,72,1152,weighted_binary,pairwise_head,code,1,96,0.9018342391304348,0.6961050724637681
2,72,1152,weighted_binary,pairwise_head,conversation,1,96,0.8562047101449275,0.5810688405797102
2,72,1152,weighted_binary,pairwise_head,general,1,96,0.9772418478260869,0.9144021739130435
2,72,1152,weighted_binary,pairwise_head,math,1,96,0.8977581521739131,0.688858695652174
2,72,1152,weighted_binary,pairwise_head,ALL,1,384,0.9082597373188406,0.720108695652174
2,72,1152,weighted_binary,pairwise_head,code,2,96,0.8958333333333334,0.6922348484848485
2,72,1152,weighted_binary,pairwise_head,conversation,2,96,0.8452888257575758,0.5700757575757576
2,72,1152,weighted_binary,pairwise_head,general,2,96,0.9759706439393939,0.9119318181818182
2,72,1152,weighted_binary,pairwise_head,math,2,96,0.8912168560606061,0.6799242424242424
2,72,1152,weighted_binary,pairwise_head,ALL,2,384,0.9020774147727273,0.7135416666666666
2,72,1152,weighted_binary,pairwise_head,code,3,96,0.8836805555555556,0.6607142857142857
2,72,1152,weighted_binary,pairwise_head,conversation,3,96,0.8275049603174603,0.5322420634920635
2,72,1152,weighted_binary,pairwise_head,general,3,96,0.9693700396825397,0.8893849206349206
2,72,1152,weighted_binary,pairwise_head,math,3,96,0.8727678571428571,0.6443452380952381
2,72,1152,weighted_binary,pairwise_head,ALL,3,384,0.8883308531746031,0.681671626984127
3,8,128,table,transition,code,1,96,0.8462409420289855,0.5769927536231884
3,8,128,table,transition,conversation,1,96,0.7814764492753623,0.4732789855072464
3,8,128,table,transition,general,1,96,0.9199501811594203,0.7377717391304348
3,8,128,table,transition,math,1,96,0.738677536231884,0.4302536231884058
3,8,128,table,transition,ALL,1,384,0.8215862771739131,0.5545742753623188
3,8,128,table,transition,code,2,96,0.8370028409090909,0.5525568181818182
3,8,128,table,transition,conversation,2,96,0.7760416666666666,0.4796401515151515
3,8,128,table,transition,general,2,96,0.9138257575757576,0.7230113636363636
3,8,128,table,transition,math,2,96,0.7198153409090909,0.4322916666666667
3,8,128,table,transition,ALL,2,384,0.8116714015151515,0.546875
3,8,128,table,transition,code,3,96,0.8360615079365079,0.5441468253968254
3,8,128,table,transition,conversation,3,96,0.767609126984127,0.47470238095238093
3,8,128,table,transition,general,3,96,0.9037698412698413,0.6954365079365079
3,8,128,table,transition,math,3,96,0.7018849206349206,0.40476190476190477
3,8,128,table,transition,ALL,3,384,0.8023313492063492,0.5297619047619048
3,8,128,weighted,pairwise_head,code,1,96,0.829483695652174,0.5253623188405797
3,8,128,weighted,pairwise_head,conversation,1,96,0.7751358695652174,0.45516304347826086
3,8,128,weighted,pairwise_head,general,1,96,0.9028532608695652,0.6870471014492754
3,8,128,weighted,pairwise_head,math,1,96,0.7319972826086957,0.4116847826086957
3,8,128,weighted,pairwise_head,ALL,1,384,0.8098675271739131,0.5198143115942029
3,8,128,weighted,pairwise_head,code,2,96,0.8211410984848485,0.5023674242424242
3,8,128,weighted,pairwise_head,conversation,2,96,0.7714251893939394,0.45359848484848486
3,8,128,weighted,pairwise_head,general,2,96,0.8963068181818182,0.6605113636363636
3,8,128,weighted,pairwise_head,math,2,96,0.7175662878787878,0.4005681818181818
3,8,128,weighted,pairwise_head,ALL,2,384,0.8016098484848485,0.5042613636363636
3,8,128,weighted,pairwise_head,code,3,96,0.8134920634920635,0.4965277777777778
3,8,128,weighted,pairwise_head,conversation,3,96,0.7581845238095238,0.4444444444444444
3,8,128,weighted,pairwise_head,general,3,96,0.8917410714285714,0.6493055555555556
3,8,128,weighted,pairwise_head,math,3,96,0.6964285714285714,0.37648809523809523
3,8,128,weighted,pairwise_head,ALL,3,384,0.7899615575396826,0.49169146825396826
3,8,128,binary,pairwise_head,code,1,96,0.8739809782608695,0.6336050724637681
3,8,128,binary,pairwise_head,conversation,1,96,0.8010643115942029,0.5076992753623188
3,8,128,binary,pairwise_head,general,1,96,0.9394248188405797,0.7921195652173914
3,8,128,binary,pairwise_head,math,1,96,0.7678894927536232,0.4732789855072464
3,8,128,binary,pairwise_head,ALL,1,384,0.8455899003623188,0.6016757246376812
3,8,128,binary,pairwise_head,code,2,96,0.864938446969697,0.6103219696969697
3,8,128,binary,pairwise_head,conversation,2,96,0.7975852272727273,0.5160984848484849
3,8,128,binary,pairwise_head,general,2,96,0.9385653409090909,0.7945075757575758
3,8,128,binary,pairwise_head,math,2,96,0.7541429924242424,0.4654356060606061
3,8,128,binary,pairwise_head,ALL,2,384,0.8388080018939394,0.5965909090909091
3,8,128,binary,pairwise_head,code,3,96,0.8604910714285714,0.6066468253968254
3,8,128,binary,pairwise_head,conversation,3,96,0.7847222222222222,0.4955357142857143
3,8,128,binary,pairwise_head,general,3,96,0.9264632936507936,0.7658730158730159
3,8,128,binary,pairwise_head,math,3,96,0.7290426587301587,0.435515873015873
3,8,128,binary,pairwise_head,ALL,3,384,0.8251798115079365,0.5758928571428571
3,8,128,weighted_binary,pairwise_head,code,1,96,0.8860960144927537,0.6603260869565217
3,8,128,weighted_binary,pairwise_head,conversation,1,96,0.8097826086956522,0.521286231884058
3,8,128,weighted_binary,pairwise_head,general,1,96,0.9415760869565217,0.8034420289855072
3,8,128,weighted_binary,pairwise_head,math,1,96,0.7787590579710145,0.4904891304347826
3,8,128,weighted_binary,pairwise_head,ALL,1,384,0.8540534420289855,0.6188858695652174
3,8,128,weighted_binary,pairwise_head,code,2,96,0.8709753787878788,0.6283143939393939
3,8,128,weighted_binary,pairwise_head,conversation,2,96,0.8025568181818182,0.5241477272727273
3,8,128,weighted_binary,pairwise_head,general,2,96,0.9456676136363636,0.8120265151515151
3,8,128,weighted_binary,pairwise_head,math,2,96,0.7587594696969697,0.46827651515151514
3,8,128,weighted_binary,pairwise_head,ALL,2,384,0.8444898200757576,0.6081912878787878
3,8,128,weighted_binary,pairwise_head,code,3,96,0.8683035714285714,0.6205357142857143
3,8,128,weighted_binary,pairwise_head,conversation,3,96,0.7919146825396826,0.5014880952380952
3,8,128,weighted_binary,pairwise_head,general,3,96,0.9343998015873016,0.7886904761904762
3,8,128,weighted_binary,pairwise_head,math,3,96,0.7358630952380952,0.44146825396825395
3,8,128,weighted_binary,pairwise_head,ALL,3,384,0.8326202876984127,0.5880456349206349
3,16,256,table,transition,code,1,96,0.850203804347826,0.5828804347826086
3,16,256,table,transition,conversation,1,96,0.7959692028985508,0.49728260869565216
3,16,256,table,transition,general,1,96,0.9243659420289855,0.761322463768116
3,16,256,table,transition,math,1,96,0.7441123188405797,0.4470108695652174
3,16,256,table,transition,ALL,1,384,0.8286628170289855,0.5721240942028986
3,16,256,table,transition,code,2,96,0.8391335227272727,0.5648674242424242
3,16,256,table,transition,conversation,2,96,0.7956912878787878,0.5080492424242424
3,16,256,table,transition,general,2,96,0.9221117424242424,0.7391098484848485
3,16,256,table,transition,math,2,96,0.7310606060606061,0.44507575757575757
3,16,256,table,transition,ALL,2,384,0.8219992897727273,0.5642755681818182
3,16,256,table,transition,code,3,96,0.8282490079365079,0.5238095238095238
3,16,256,table,transition,conversation,3,96,0.7845982142857143,0.4935515873015873
3,16,256,table,transition,general,3,96,0.9098462301587301,0.716765873015873
3,16,256,table,transition,math,3,96,0.7183779761904762,0.43353174603174605
3,16,256,table,transition,ALL,3,384,0.8102678571428571,0.5419146825396826
3,16,256,weighted,pairwise_head,code,1,96,0.8289175724637681,0.5221920289855072
3,16,256,weighted,pairwise_head,conversation,1,96,0.7862318840579711,0.47282608695652173
3,16,256,weighted,pairwise_head,general,1,96,0.9117980072463768,0.7160326086956522
3,16,256,weighted,pairwise_head,math,1,96,0.740828804347826,0.4311594202898551
3,16,256,weighted,pairwise_head,ALL,1,384,0.8169440670289855,0.535552536231884
3,16,256,weighted,pairwise_head,code,2,96,0.8233901515151515,0.5104166666666666
3,16,256,weighted,pairwise_head,conversation,2,96,0.7858664772727273,0.47679924242424243
3,16,256,weighted,pairwise_head,general,2,96,0.9069602272727273,0.6927083333333334
3,16,256,weighted,pairwise_head,math,2,96,0.7258522727272727,0.4251893939393939
3,16,256,weighted,pairwise_head,ALL,2,384,0.8105172821969697,0.5262784090909091
3,16,256,weighted,pairwise_head,code,3,96,0.8095238095238095,0.48214285714285715
3,16,256,weighted,pairwise_head,conversation,3,96,0.7697172619047619,0.45287698412698413
3,16,256,weighted,pairwise_head,general,3,96,0.8971974206349206,0.6711309523809523
3,16,256,weighted,pairwise_head,math,3,96,0.7047371031746031,0.408234126984127
3,16,256,weighted,pairwise_head,ALL,3,384,0.7952938988095238,0.5035962301587301
3,16,256,binary,pairwise_head,code,1,96,0.878509963768116,0.6408514492753623
3,16,256,binary,pairwise_head,conversation,1,96,0.8169157608695652,0.5276268115942029
3,16,256,binary,pairwise_head,general,1,96,0.9440670289855072,0.8066123188405797
3,16,256,binary,pairwise_head,math,1,96,0.7792119565217391,0.49184782608695654
3,16,256,binary,pairwise_head,ALL,1,384,0.8546761775362319,0.6167346014492754
3,16,256,binary,pairwise_head,code,2,96,0.8643465909090909,0.6065340909090909
3,16,256,binary,pairwise_head,conversation,2,96,0.8134469696969697,0.5388257575757576
3,16,256,binary,pairwise_head,general,2,96,0.9409327651515151,0.8044507575757576
3,16,256,binary,pairwise_head,math,2,96,0.7599431818181818,0.4720643939393939
3,16,256,binary,pairwise_head,ALL,2,384,0.8446673768939394,0.60546875
3,16,256,binary,pairwise_head,code,3,96,0.8577628968253969,0.5927579365079365
3,16,256,binary,pairwise_head,conversation,3,96,0.7982390873015873,0.5173611111111112
3,16,256,binary,pairwise_head,general,3,96,0.9281994047619048,0.7638888888888888
3,16,256,binary,pairwise_head,math,3,96,0.7380952380952381,0.4623015873015873
3,16,256,binary,pairwise_head,ALL,3,384,0.8305741567460317,0.5840773809523809
3,16,256,weighted_binary,pairwise_head,code,1,96,0.8893795289855072,0.6644021739130435
3,16,256,weighted_binary,pairwise_head,conversation,1,96,0.8257472826086957,0.5443840579710145
3,16,256,weighted_binary,pairwise_head,general,1,96,0.9483695652173914,0.8170289855072463
3,16,256,weighted_binary,pairwise_head,math,1,96,0.7886096014492754,0.5067934782608695
3,16,256,weighted_binary,pairwise_head,ALL,1,384,0.8630264945652174,0.6331521739130435
3,16,256,weighted_binary,pairwise_head,code,2,96,0.8767755681818182,0.6377840909090909
3,16,256,weighted_binary,pairwise_head,conversation,2,96,0.8204308712121212,0.5539772727272727
3,16,256,weighted_binary,pairwise_head,general,2,96,0.94921875,0.8271780303030303
3,16,256,weighted_binary,pairwise_head,math,2,96,0.7691761363636364,0.4853219696969697
3,16,256,weighted_binary,pairwise_head,ALL,2,384,0.8539003314393939,0.6260653409090909
3,16,256,weighted_binary,pairwise_head,code,3,96,0.8679315476190477,0.6205357142857143
3,16,256,weighted_binary,pairwise_head,conversation,3,96,0.8062996031746031,0.5267857142857143
3,16,256,weighted_binary,pairwise_head,general,3,96,0.9347718253968254,0.7757936507936508
3,16,256,weighted_binary,pairwise_head,math,3,96,0.7447916666666666,0.4712301587301587
3,16,256,weighted_binary,pairwise_head,ALL,3,384,0.8384486607142857,0.5985863095238095
3,32,512,table,transition,code,1,96,0.8460144927536232,0.572463768115942
3,32,512,table,transition,conversation,1,96,0.8008378623188406,0.5004528985507246
3,32,512,table,transition,general,1,96,0.9242527173913043,0.7504528985507246
3,32,512,table,transition,math,1,96,0.7974411231884058,0.49728260869565216
3,32,512,table,transition,ALL,1,384,0.8421365489130435,0.5801630434782609
3,32,512,table,transition,code,2,96,0.8358191287878788,0.5587121212121212
3,32,512,table,transition,conversation,2,96,0.8035037878787878,0.5160984848484849
3,32,512,table,transition,general,2,96,0.9238873106060606,0.7476325757575758
3,32,512,table,transition,math,2,96,0.7779356060606061,0.4862689393939394
3,32,512,table,transition,ALL,2,384,0.8352864583333334,0.5771780303030303
3,32,512,table,transition,code,3,96,0.8280009920634921,0.533234126984127
3,32,512,table,transition,conversation,3,96,0.7873263888888888,0.4975198412698413
3,32,512,table,transition,general,3,96,0.9135664682539683,0.7281746031746031
3,32,512,table,transition,math,3,96,0.7612847222222222,0.4583333333333333
3,32,512,table,transition,ALL,3,384,0.8225446428571429,0.5543154761904762
3,32,512,weighted,pairwise_head,code,1,96,0.8260869565217391,0.5172101449275363
3,32,512,weighted,pairwise_head,conversation,1,96,0.7884963768115942,0.4682971014492754
3,32,512,weighted,pairwise_head,general,1,96,0.9128170289855072,0.7169384057971014
3,32,512,weighted,pairwise_head,math,1,96,0.7836277173913043,0.4615036231884058
3,32,512,weighted,pairwise_head,ALL,1,384,0.8277570199275363,0.5409873188405797
3,32,512,weighted,pairwise_head,code,2,96,0.8217329545454546,0.506155303030303
3,32,512,weighted,pairwise_head,conversation,2,96,0.79296875,0.48390151515151514
3,32,512,weighted,pairwise_head,general,2,96,0.9141808712121212,0.7088068181818182
3,32,512,weighted,pairwise_head,math,2,96,0.7702414772727273,0.4564393939393939
3,32,512,weighted,pairwise_head,ALL,2,384,0.8247810132575758,0.5388257575757576
3,32,512,weighted,pairwise_head,code,3,96,0.8020833333333334,0.46478174603174605
3,32,512,weighted,pairwise_head,conversation,3,96,0.7719494047619048,0.4503968253968254
3,32,512,weighted,pairwise_head,general,3,96,0.900421626984127,0.6884920634920635
3,32,512,weighted,pairwise_head,math,3,96,0.7506200396825397,0.4260912698412698
3,32,512,weighted,pairwise_head,ALL,3,384,0.8062686011904762,0.5074404761904762
3,32,512,binary,pairwise_head,code,1,96,0.8730751811594203,0.6290760869565217
3,32,512,binary,pairwise_head,conversation,1,96,0.8233695652173914,0.5271739130434783
3,32,512,binary,pairwise_head,general,1,96,0.9463315217391305,0.8125
3,32,512,binary,pairwise_head,math,1,96,0.829483695652174,0.541213768115942
3,32,512,binary,pairwise_head,ALL,1,384,0.8680649909420289,0.6274909420289855
3,32,512,binary,pairwise_head,code,2,96,0.865530303030303,0.6136363636363636
3,32,512,binary,pairwise_head,conversation,2,96,0.8243371212121212,0.5487689393939394
3,32,512,binary,pairwise_head,general,2,96,0.9462594696969697,0.8143939393939394
3,32,512,binary,pairwise_head,math,2,96,0.8139204545454546,0.5336174242424242
3,32,512,binary,pairwise_head,ALL,2,384,0.8625118371212122,0.6276041666666666
3,32,512,binary,pairwise_head,code,3,96,0.8590029761904762,0.6001984126984127
3,32,512,binary,pairwise_head,conversation,3,96,0.8071676587301587,0.5223214285714286
3,32,512,binary,pairwise_head,general,3,96,0.9378720238095238,0.7876984126984127
3,32,512,binary,pairwise_head,math,3,96,0.7951388888888888,0.5084325396825397
3,32,512,binary,pairwise_head,ALL,3,384,0.8497953869047619,0.6046626984126984
3,32,512,weighted_binary,pairwise_head,code,1,96,0.884963768115942,0.6544384057971014
3,32,512,weighted_binary,pairwise_head,conversation,1,96,0.8336730072463768,0.5516304347826086
3,32,512,weighted_binary,pairwise_head,general,1,96,0.9526721014492754,0.8292572463768116
3,32,512,weighted_binary,pairwise_head,math,1,96,0.8421648550724637,0.5647644927536232
3,32,512,weighted_binary,pairwise_head,ALL,1,384,0.8783684329710145,0.6500226449275363
3,32,512,weighted_binary,pairwise_head,code,2,96,0.875,0.6401515151515151
3,32,512,weighted_binary,pairwise_head,conversation,2,96,0.8328598484848485,0.5625
3,32,512,weighted_binary,pairwise_head,general,2,96,0.9530066287878788,0.8399621212121212
3,32,512,weighted_binary,pairwise_head,math,2,96,0.8255208333333334,0.5516098484848485
3,32,512,weighted_binary,pairwise_head,ALL,2,384,0.8715968276515151,0.6485558712121212
3,32,512,weighted_binary,pairwise_head,code,3,96,0.8689236111111112,0.623015873015873
3,32,512,weighted_binary,pairwise_head,conversation,3,96,0.8178323412698413,0.5381944444444444
3,32,512,weighted_binary,pairwise_head,general,3,96,0.9471726190476191,0.8179563492063492
3,32,512,weighted_binary,pairwise_head,math,3,96,0.8102678571428571,0.5317460317460317
3,32,512,weighted_binary,pairwise_head,ALL,3,384,0.8610491071428571,0.6277281746031746
3,48,768,table,transition,code,1,96,0.8513360507246377,0.5751811594202898
3,48,768,table,transition,conversation,1,96,0.8062726449275363,0.5063405797101449
3,48,768,table,transition,general,1,96,0.9248188405797102,0.7518115942028986
3,48,768,table,transition,math,1,96,0.8066123188405797,0.5040760869565217
3,48,768,table,transition,ALL,1,384,0.847259963768116,0.5843523550724637
3,48,768,table,transition,code,2,96,0.8406723484848485,0.5653409090909091
3,48,768,table,transition,conversation,2,96,0.8053977272727273,0.5137310606060606
3,48,768,table,transition,general,2,96,0.9251893939393939,0.7447916666666666
3,48,768,table,transition,math,2,96,0.7921401515151515,0.5018939393939394
3,48,768,table,transition,ALL,2,384,0.8408499053030303,0.5814393939393939
3,48,768,table,transition,code,3,96,0.8356894841269841,0.5481150793650794
3,48,768,table,transition,conversation,3,96,0.7878224206349206,0.49007936507936506
3,48,768,table,transition,general,3,96,0.9155505952380952,0.7286706349206349
3,48,768,table,transition,math,3,96,0.7708333333333334,0.4642857142857143
3,48,768,table,transition,ALL,3,384,0.8274739583333334,0.5577876984126984
3,48,768,weighted,pairwise_head,code,1,96,0.8614130434782609,0.59375
3,48,768,weighted,pairwise_head,conversation,1,96,0.8162364130434783,0.5167572463768116
3,48,768,weighted,pairwise_head,general,1,96,0.9391983695652174,0.7993659420289855
3,48,768,weighted,pairwise_head,math,1,96,0.818953804347826,0.5190217391304348
3,48,768,weighted,pairwise_head,ALL,1,384,0.8589504076086957,0.607223731884058
3,48,768,weighted,pairwise_head,code,2,96,0.8578361742424242,0.5956439393939394
3,48,768,weighted,pairwise_head,conversation,2,96,0.8165246212121212,0.5331439393939394
3,48,768,weighted,pairwise_head,general,2,96,0.9332386363636364,0.7698863636363636
3,48,768,weighted,pairwise_head,math,2,96,0.8091856060606061,0.5232007575757576
3,48,768,weighted,pairwise_head,ALL,2,384,0.854196259469697,0.60546875
3,48,768,weighted,pairwise_head,code,3,96,0.8404017857142857,0.5560515873015873
3,48,768,weighted,pairwise_head,conversation,3,96,0.7978670634920635,0.5044642857142857
3,48,768,weighted,pairwise_head,general,3,96,0.9254712301587301,0.7554563492063492
3,48,768,weighted,pairwise_head,math,3,96,0.7941468253968254,0.49404761904761907
3,48,768,weighted,pairwise_head,ALL,3,384,0.8394717261904762,0.5775049603174603
3,48,768,binary,pairwise_head,code,1,96,0.8963994565217391,0.6865942028985508
3,48,768,binary,pairwise_head,conversation,1,96,0.8468070652173914,0.572463768115942
3,48,768,binary,pairwise_head,general,1,96,0.9629755434782609,0.8659420289855072
3,48,768,binary,pairwise_head,math,1,96,0.8626585144927537,0.6028079710144928
3,48,768,binary,pairwise_head,ALL,1,384,0.8922101449275363,0.6819519927536232
3,48,768,binary,pairwise_head,code,2,96,0.8924005681818182,0.6756628787878788
3,48,768,binary,pairwise_head,conversation,2,96,0.8442234848484849,0.5847537878787878
3,48,768,binary,pairwise_head,general,2,96,0.9628314393939394,0.8707386363636364
3,48,768,binary,pairwise_head,math,2,96,0.8469460227272727,0.5965909090909091
3,48,768,binary,pairwise_head,ALL,2,384,0.8866003787878788,0.681936553030303
3,48,768,binary,pairwise_head,code,3,96,0.8852926587301587,0.6572420634920635
3,48,768,binary,pairwise_head,conversation,3,96,0.8236607142857143,0.5500992063492064
3,48,768,binary,pairwise_head,general,3,96,0.9572172619047619,0.8501984126984127
3,48,768,binary,pairwise_head,math,3,96,0.8329613095238095,0.5674603174603174
3,48,768,binary,pairwise_head,ALL,3,384,0.8747829861111112,0.65625
3,48,768,weighted_binary,pairwise_head,code,1,96,0.9054574275362319,0.7069746376811594
3,48,768,weighted_binary,pairwise_head,conversation,1,96,0.8555253623188406,0.5905797101449275
3,48,768,weighted_binary,pairwise_head,general,1,96,0.9667119565217391,0.8777173913043478
3,48,768,weighted_binary,pairwise_head,math,1,96,0.8708106884057971,0.6213768115942029
3,48,768,weighted_binary,pairwise_head,ALL,1,384,0.8996263586956522,0.6991621376811594
3,48,768,weighted_binary,pairwise_head,code,2,96,0.8985558712121212,0.6893939393939394
3,48,768,weighted_binary,pairwise_head,conversation,2,96,0.8521543560606061,0.5989583333333334
3,48,768,weighted_binary,pairwise_head,general,2,96,0.9673295454545454,0.8830492424242424
3,48,768,weighted_binary,pairwise_head,math,2,96,0.8568892045454546,0.6131628787878788
3,48,768,weighted_binary,pairwise_head,ALL,2,384,0.8937322443181818,0.6961410984848485
3,48,768,weighted_binary,pairwise_head,code,3,96,0.8934771825396826,0.6785714285714286
3,48,768,weighted_binary,pairwise_head,conversation,3,96,0.8307291666666666,0.5595238095238095
3,48,768,weighted_binary,pairwise_head,general,3,96,0.9635416666666666,0.8675595238095238
