phase,domain,source_layer,target_layer,delta,capacity,baseline,n_tokens,routing_top_k,selection_coverage,complete_token_coverage,candidate_amplification,useful_amplification,mean_candidate_replacement_fraction,mean_candidate_jaccard
prefill,code,1,3,2,8,previous_window,127,8,0.3779527559055118,0.0,1.0,2.6458333333333335,0.0,1.0
prefill,code,1,3,2,8,static,127,8,0.24015748031496062,0.0,1.0,4.163934426229508,0.0,1.0
prefill,code,1,3,2,8,transition,127,8,0.4891732283464567,0.0,1.0,2.0442655935613683,0.42658730158730157,0.42769153245343766
prefill,code,1,3,2,16,domain_oracle,127,8,0.5393700787401575,0.0,2.0,3.708029197080292,0.0,1.0
prefill,code,1,3,2,16,previous_window,127,8,0.5393700787401575,0.0,2.0,3.708029197080292,0.0,1.0
prefill,code,1,3,2,16,static,127,8,0.4862204724409449,0.0,2.0,4.113360323886639,0.0,1.0
prefill,code,1,3,2,16,transition,127,8,0.6899606299212598,0.05511811023622047,2.0,2.898716119828816,0.31746031746031744,0.5318237390683641
prefill,code,1,3,2,32,domain_oracle,127,8,0.7775590551181102,0.11811023622047244,4.0,5.144303797468354,0.0,1.0
prefill,code,1,3,2,32,previous_window,127,8,0.7775590551181102,0.11811023622047244,4.0,5.144303797468354,0.0,1.0
prefill,code,1,3,2,32,static,127,8,0.6781496062992126,0.031496062992125984,4.0,5.898403483309144,0.0,1.0
prefill,code,1,3,2,32,transition,127,8,0.8198818897637795,0.29133858267716534,4.0,4.87875150060024,0.16468253968253968,0.7213671474373434
prefill,code,1,4,3,8,domain_oracle,127,8,0.5236220472440944,0.0,1.0,1.9097744360902256,0.0,1.0
prefill,code,1,4,3,8,previous_window,127,8,0.5236220472440944,0.0,1.0,1.9097744360902256,0.0,1.0
prefill,code,1,4,3,8,static,127,8,0.2529527559055118,0.0,1.0,3.953307392996109,0.0,1.0
prefill,code,1,4,3,8,transition,127,8,0.5285433070866141,0.0,1.0,1.8919925512104283,0.3531746031746032,0.4979123169599364
prefill,code,1,4,3,16,domain_oracle,127,8,0.6988188976377953,0.08661417322834646,2.0,2.8619718309859157,0.0,1.0
prefill,code,1,4,3,16,previous_window,127,8,0.6988188976377953,0.08661417322834646,2.0,2.8619718309859157,0.0,1.0
prefill,code,1,4,3,16,static,127,8,0.5137795275590551,0.0,2.0,3.89272030651341,0.0,1.0
prefill,code,1,4,3,16,transition,127,8,0.7381889763779528,0.031496062992125984,2.0,2.7093333333333334,0.24851190476190477,0.6146310840942557
prefill,code,1,4,3,32,domain_oracle,127,8,0.8759842519685039,0.29133858267716534,4.0,4.5662921348314605,0.0,1.0
prefill,code,1,4,3,32,previous_window,127,8,0.8759842519685039,0.29133858267716534,4.0,4.5662921348314605,0.0,1.0
prefill,code,1,4,3,32,static,127,8,0.7578740157480315,0.05511811023622047,4.0,5.277922077922078,0.0,1.0
prefill,code,1,4,3,32,transition,127,8,0.9202755905511811,0.47244094488188976,4.0,4.346524064171123,0.16691468253968253,0.7174047614222648
prefill,code,1,5,4,8,domain_oracle,127,8,0.514763779527559,0.0,1.0,1.94263862332696,0.0,1.0
prefill,code,1,5,4,8,previous_window,127,8,0.514763779527559,0.0,1.0,1.94263862332696,0.0,1.0
prefill,code,1,5,4,8,static,127,8,0.2155511811023622,0.0,1.0,4.639269406392694,0.0,1.0
prefill,code,1,5,4,8,transition,127,8,0.5748031496062992,0.007874015748031496,1.0,1.7397260273972603,0.4146825396825397,0.44093860284336545
