request_id,sample_id,domain,phase,baseline,delta,layer_pairs,candidate_count,candidate_amplification,forecasts,selection_coverage,routed_mass_coverage,complete_route_coverage
2,gsm8k-00041,math,decode,learned,12,12,12,3.0,192,0.9479166666666666,0.9558308720588684,0.8177083333333334
2,gsm8k-00041,math,decode,learned,13,11,12,3.0,176,0.921875,0.9339405298233032,0.75
2,gsm8k-00041,math,decode,learned,14,10,12,3.0,160,0.9234375,0.9335540533065796,0.75
2,gsm8k-00041,math,decode,learned,15,9,12,3.0,144,0.9340277777777778,0.9431321620941162,0.7986111111111112
2,gsm8k-00041,math,decode,learned,16,8,12,3.0,128,0.931640625,0.9414710998535156,0.78125
2,gsm8k-00041,math,decode,learned,17,7,12,3.0,112,0.9330357142857143,0.9471522569656372,0.7678571428571429
2,gsm8k-00041,math,decode,learned,18,6,12,3.0,96,0.9192708333333334,0.9336140751838684,0.75
2,gsm8k-00041,math,decode,learned,19,5,12,3.0,80,0.915625,0.9289916753768921,0.7375
2,gsm8k-00041,math,decode,learned,20,4,12,3.0,64,0.9140625,0.925811767578125,0.75
2,gsm8k-00041,math,decode,learned,21,3,12,3.0,48,0.8958333333333334,0.9093729853630066,0.6458333333333334
2,gsm8k-00041,math,decode,learned,22,2,12,3.0,32,0.90625,0.9189605712890625,0.71875
2,gsm8k-00041,math,decode,learned,23,1,12,3.0,16,0.953125,0.946197509765625,0.875
3,mt_bench-35264271,conversation,decode,learned,1,23,12,3.0,368,0.9239130434782609,0.9339639544487,0.7391304347826086
3,mt_bench-35264271,conversation,decode,learned,2,22,12,3.0,352,0.9133522727272727,0.921440839767456,0.7215909090909091
3,mt_bench-35264271,conversation,decode,learned,3,21,12,3.0,336,0.9174107142857143,0.923162579536438,0.7291666666666666
3,mt_bench-35264271,conversation,decode,learned,4,20,12,3.0,320,0.91328125,0.9235595464706421,0.71875
3,mt_bench-35264271,conversation,decode,learned,5,19,12,3.0,304,0.897203947368421,0.9067977070808411,0.6743421052631579
3,mt_bench-35264271,conversation,decode,learned,6,18,12,3.0,288,0.9010416666666666,0.911346435546875,0.6770833333333334
3,mt_bench-35264271,conversation,decode,learned,7,17,12,3.0,272,0.9071691176470589,0.9181697964668274,0.6948529411764706
3,mt_bench-35264271,conversation,decode,learned,8,16,12,3.0,256,0.9072265625,0.914886474609375,0.71484375
3,mt_bench-35264271,conversation,decode,learned,9,15,12,3.0,240,0.8958333333333334,0.9054239988327026,0.675
3,mt_bench-35264271,conversation,decode,learned,10,14,12,3.0,224,0.8761160714285714,0.8857334852218628,0.6473214285714286
3,mt_bench-35264271,conversation,decode,learned,11,13,12,3.0,208,0.8942307692307693,0.900465726852417,0.6875
3,mt_bench-35264271,conversation,decode,learned,12,12,12,3.0,192,0.875,0.8875529170036316,0.6302083333333334
3,mt_bench-35264271,conversation,decode,learned,13,11,12,3.0,176,0.8650568181818182,0.8773387670516968,0.6363636363636364
3,mt_bench-35264271,conversation,decode,learned,14,10,12,3.0,160,0.8890625,0.8946167230606079,0.71875
3,mt_bench-35264271,conversation,decode,learned,15,9,12,3.0,144,0.890625,0.9019131064414978,0.7013888888888888
3,mt_bench-35264271,conversation,decode,learned,16,8,12,3.0,128,0.86328125,0.8769950866699219,0.671875
3,mt_bench-35264271,conversation,decode,learned,17,7,12,3.0,112,0.8816964285714286,0.8933628797531128,0.6696428571428571
3,mt_bench-35264271,conversation,decode,learned,18,6,12,3.0,96,0.8697916666666666,0.88055419921875,0.6458333333333334
3,mt_bench-35264271,conversation,decode,learned,19,5,12,3.0,80,0.859375,0.869171142578125,0.6625
3,mt_bench-35264271,conversation,decode,learned,20,4,12,3.0,64,0.8515625,0.8679122924804688,0.625
3,mt_bench-35264271,conversation,decode,learned,21,3,12,3.0,48,0.84375,0.8530375361442566,0.6041666666666666
3,mt_bench-35264271,conversation,decode,learned,22,2,12,3.0,32,0.859375,0.8669281005859375,0.6875
3,mt_bench-35264271,conversation,decode,learned,23,1,12,3.0,16,0.796875,0.806549072265625,0.625
4,wikitext2-00037,general,decode,learned,1,23,12,3.0,368,0.9938858695652174,0.9959889054298401,0.9755434782608695
4,wikitext2-00037,general,decode,learned,2,22,12,3.0,352,0.9914772727272727,0.993950605392456,0.96875
4,wikitext2-00037,general,decode,learned,3,21,12,3.0,336,0.9895833333333334,0.9922398328781128,0.9583333333333334
4,wikitext2-00037,general,decode,learned,4,20,12,3.0,320,0.99296875,0.9953201413154602,0.971875
4,wikitext2-00037,general,decode,learned,5,19,12,3.0,304,0.9884868421052632,0.9914502501487732,0.9605263157894737
4,wikitext2-00037,general,decode,learned,6,18,12,3.0,288,0.9869791666666666,0.9890289306640625,0.9583333333333334
4,wikitext2-00037,general,decode,learned,7,17,12,3.0,272,0.9935661764705882,0.994163990020752,0.9742647058823529
4,wikitext2-00037,general,decode,learned,8,16,12,3.0,256,0.9892578125,0.9919948577880859,0.96484375
4,wikitext2-00037,general,decode,learned,9,15,12,3.0,240,0.9885416666666667,0.9912007451057434,0.9583333333333334
4,wikitext2-00037,general,decode,learned,10,14,12,3.0,224,0.9888392857142857,0.9923378825187683,0.9598214285714286
4,wikitext2-00037,general,decode,learned,11,13,12,3.0,208,0.9891826923076923,0.9917344450950623,0.9567307692307693
4,wikitext2-00037,general,decode,learned,12,12,12,3.0,192,0.9869791666666666,0.9910761713981628,0.9479166666666666
4,wikitext2-00037,general,decode,learned,13,11,12,3.0,176,0.9928977272727273,0.9950422644615173,0.9715909090909091
4,wikitext2-00037,general,decode,learned,14,10,12,3.0,160,0.990625,0.9934234619140625,0.96875
4,wikitext2-00037,general,decode,learned,15,9,12,3.0,144,0.9947916666666666,0.9966803789138794,0.9791666666666666
4,wikitext2-00037,general,decode,learned,16,8,12,3.0,128,0.990234375,0.9944419860839844,0.9609375
4,wikitext2-00037,general,decode,learned,17,7,12,3.0,112,0.9933035714285714,0.9956316351890564,0.9732142857142857
4,wikitext2-00037,general,decode,learned,18,6,12,3.0,96,0.9973958333333334,0.9984537959098816,0.9895833333333334
4,wikitext2-00037,general,decode,learned,19,5,12,3.0,80,0.996875,0.9976440668106079,0.9875
4,wikitext2-00037,general,decode,learned,20,4,12,3.0,64,0.99609375,0.9979095458984375,0.984375
4,wikitext2-00037,general,decode,learned,21,3,12,3.0,48,1.0,1.0000406503677368,1.0
4,wikitext2-00037,general,decode,learned,22,2,12,3.0,32,0.9921875,0.9957733154296875,0.96875
4,wikitext2-00037,general,decode,learned,23,1,12,3.0,16,1.0,1.00006103515625,1.0
5,humaneval-HumanEval_38,code,decode,learned,1,23,12,3.0,368,0.9599184782608695,0.9674152135848999,0.8532608695652174
5,humaneval-HumanEval_38,code,decode,learned,2,22,12,3.0,352,0.9467329545454546,0.9560560584068298,0.8267045454545454
5,humaneval-HumanEval_38,code,decode,learned,3,21,12,3.0,336,0.9427083333333334,0.9510236382484436,0.8095238095238095
5,humaneval-HumanEval_38,code,decode,learned,4,20,12,3.0,320,0.94296875,0.9519241452217102,0.8125
5,humaneval-HumanEval_38,code,decode,learned,5,19,12,3.0,304,0.9268092105263158,0.9356881976127625,0.7927631578947368
5,humaneval-HumanEval_38,code,decode,learned,6,18,12,3.0,288,0.9192708333333334,0.9245079755783081,0.7708333333333334
5,humaneval-HumanEval_38,code,decode,learned,7,17,12,3.0,272,0.9126838235294118,0.9195556640625,0.75
5,humaneval-HumanEval_38,code,decode,learned,8,16,12,3.0,256,0.9140625,0.9200878143310547,0.765625
5,humaneval-HumanEval_38,code,decode,learned,9,15,12,3.0,240,0.9041666666666667,0.919354259967804,0.7458333333333333
5,humaneval-HumanEval_38,code,decode,learned,10,14,12,3.0,224,0.8962053571428571,0.9068974256515503,0.7276785714285714
5,humaneval-HumanEval_38,code,decode,learned,11,13,12,3.0,208,0.8990384615384616,0.9097923636436462,0.7355769230769231
5,humaneval-HumanEval_38,code,decode,learned,12,12,12,3.0,192,0.8984375,0.9130757451057434,0.734375
5,humaneval-HumanEval_38,code,decode,learned,13,11,12,3.0,176,0.8948863636363636,0.9047213196754456,0.7329545454545454
5,humaneval-HumanEval_38,code,decode,learned,14,10,12,3.0,160,0.91875,0.9311004877090454,0.76875
5,humaneval-HumanEval_38,code,decode,learned,15,9,12,3.0,144,0.9201388888888888,0.9258863925933838,0.8194444444444444
5,humaneval-HumanEval_38,code,decode,learned,16,8,12,3.0,128,0.916015625,0.9237403869628906,0.796875
5,humaneval-HumanEval_38,code,decode,learned,17,7,12,3.0,112,0.8995535714285714,0.9072178602218628,0.7321428571428571
5,humaneval-HumanEval_38,code,decode,learned,18,6,12,3.0,96,0.890625,0.9065297245979309,0.7395833333333334
5,humaneval-HumanEval_38,code,decode,learned,19,5,12,3.0,80,0.909375,0.9236084222793579,0.7625
5,humaneval-HumanEval_38,code,decode,learned,20,4,12,3.0,64,0.91015625,0.9183425903320312,0.796875
5,humaneval-HumanEval_38,code,decode,learned,21,3,12,3.0,48,0.9270833333333334,0.9361775517463684,0.7916666666666666
5,humaneval-HumanEval_38,code,decode,learned,22,2,12,3.0,32,0.9375,0.9388580322265625,0.90625
5,humaneval-HumanEval_38,code,decode,learned,23,1,12,3.0,16,0.859375,0.865814208984375,0.8125
6,gsm8k-00040,math,decode,learned,1,23,12,3.0,368,0.954483695652174,0.9632396101951599,0.8342391304347826
6,gsm8k-00040,math,decode,learned,2,22,12,3.0,352,0.9417613636363636,0.9529682397842407,0.8068181818181818
6,gsm8k-00040,math,decode,learned,3,21,12,3.0,336,0.9382440476190477,0.9503711462020874,0.7946428571428571
6,gsm8k-00040,math,decode,learned,4,20,12,3.0,320,0.9390625,0.9473816156387329,0.80625
6,gsm8k-00040,math,decode,learned,5,19,12,3.0,304,0.9449013157894737,0.9536983966827393,0.805921052631579
6,gsm8k-00040,math,decode,learned,6,18,12,3.0,288,0.9331597222222222,0.9426524043083191,0.8055555555555556
6,gsm8k-00040,math,decode,learned,7,17,12,3.0,272,0.9356617647058824,0.9446824193000793,0.8198529411764706
6,gsm8k-00040,math,decode,learned,8,16,12,3.0,256,0.93359375,0.9411354064941406,0.8046875
6,gsm8k-00040,math,decode,learned,9,15,12,3.0,240,0.9302083333333333,0.939544677734375,0.7958333333333333
6,gsm8k-00040,math,decode,learned,10,14,12,3.0,224,0.9118303571428571,0.9190608263015747,0.7544642857142857
6,gsm8k-00040,math,decode,learned,11,13,12,3.0,208,0.9158653846153846,0.9260042905807495,0.7644230769230769
6,gsm8k-00040,math,decode,learned,12,12,12,3.0,192,0.9270833333333334,0.9369685053825378,0.8020833333333334
6,gsm8k-00040,math,decode,learned,13,11,12,3.0,176,0.9303977272727273,0.9410650134086609,0.7954545454545454
6,gsm8k-00040,math,decode,learned,14,10,12,3.0,160,0.9328125,0.939685046672821,0.8
6,gsm8k-00040,math,decode,learned,15,9,12,3.0,144,0.9409722222222222,0.9493442177772522,0.8333333333333334
6,gsm8k-00040,math,decode,learned,16,8,12,3.0,128,0.931640625,0.9418678283691406,0.796875
6,gsm8k-00040,math,decode,learned,17,7,12,3.0,112,0.9308035714285714,0.9449811577796936,0.7767857142857143
6,gsm8k-00040,math,decode,learned,18,6,12,3.0,96,0.9270833333333334,0.9428303837776184,0.7708333333333334
6,gsm8k-00040,math,decode,learned,19,5,12,3.0,80,0.915625,0.927111804485321,0.7625
6,gsm8k-00040,math,decode,learned,20,4,12,3.0,64,0.91015625,0.9264678955078125,0.703125
6,gsm8k-00040,math,decode,learned,21,3,12,3.0,48,0.9166666666666666,0.9281514286994934,0.75
6,gsm8k-00040,math,decode,learned,22,2,12,3.0,32,0.9453125,0.962158203125,0.8125
6,gsm8k-00040,math,decode,learned,23,1,12,3.0,16,0.921875,0.928497314453125,0.8125
7,wikitext2-00043,general,decode,learned,1,23,12,3.0,368,0.9904891304347826,0.99248868227005,0.9646739130434783
7,wikitext2-00043,general,decode,learned,2,22,12,3.0,352,0.9900568181818182,0.9927076697349548,0.9602272727272727
7,wikitext2-00043,general,decode,learned,3,21,12,3.0,336,0.9858630952380952,0.9889090657234192,0.9434523809523809
7,wikitext2-00043,general,decode,learned,4,20,12,3.0,320,0.9890625,0.991894543170929,0.959375
7,wikitext2-00043,general,decode,learned,5,19,12,3.0,304,0.9876644736842105,0.9907499551773071,0.9506578947368421
7,wikitext2-00043,general,decode,learned,6,18,12,3.0,288,0.9861111111111112,0.9893103837966919,0.9479166666666666
7,wikitext2-00043,general,decode,learned,7,17,12,3.0,272,0.9862132352941176,0.989837646484375,0.9448529411764706
7,wikitext2-00043,general,decode,learned,8,16,12,3.0,256,0.984375,0.9870223999023438,0.9453125
7,wikitext2-00043,general,decode,learned,9,15,12,3.0,240,0.9822916666666667,0.9869161248207092,0.9291666666666667
7,wikitext2-00043,general,decode,learned,10,14,12,3.0,224,0.9854910714285714,0.9896000623703003,0.9419642857142857
7,wikitext2-00043,general,decode,learned,11,13,12,3.0,208,0.9855769230769231,0.9898048043251038,0.9471153846153846
7,wikitext2-00043,general,decode,learned,12,12,12,3.0,192,0.9856770833333334,0.9897435307502747,0.9427083333333334
7,wikitext2-00043,general,decode,learned,13,11,12,3.0,176,0.9914772727272727,0.9945650696754456,0.9659090909090909
7,wikitext2-00043,general,decode,learned,14,10,12,3.0,160,0.9875,0.9912811517715454,0.95
7,wikitext2-00043,general,decode,learned,15,9,12,3.0,144,0.984375,0.9887932538986206,0.9444444444444444
7,wikitext2-00043,general,decode,learned,16,8,12,3.0,128,0.990234375,0.9933815002441406,0.9609375
7,wikitext2-00043,general,decode,learned,17,7,12,3.0,112,0.9866071428571429,0.9921831488609314,0.9553571428571429
7,wikitext2-00043,general,decode,learned,18,6,12,3.0,96,0.9895833333333334,0.9943084716796875,0.9583333333333334
7,wikitext2-00043,general,decode,learned,19,5,12,3.0,80,0.990625,0.9941772222518921,0.9625
7,wikitext2-00043,general,decode,learned,20,4,12,3.0,64,0.98828125,0.993377685546875,0.953125
7,wikitext2-00043,general,decode,learned,21,3,12,3.0,48,1.0,0.9999592900276184,1.0
7,wikitext2-00043,general,decode,learned,22,2,12,3.0,32,1.0,1.0001068115234375,1.0
7,wikitext2-00043,general,decode,learned,23,1,12,3.0,16,1.0,1.000030517578125,1.0
8,mt_bench-30350920,conversation,decode,learned,1,23,12,3.0,368,0.938858695652174,0.949123203754425,0.7961956521739131
8,mt_bench-30350920,conversation,decode,learned,2,22,12,3.0,352,0.9524147727272727,0.9608029723167419,0.8210227272727273
8,mt_bench-30350920,conversation,decode,learned,3,21,12,3.0,336,0.9315476190476191,0.9402989149093628,0.7738095238095238
8,mt_bench-30350920,conversation,decode,learned,4,20,12,3.0,320,0.9359375,0.943310558795929,0.7875
8,mt_bench-30350920,conversation,decode,learned,5,19,12,3.0,304,0.9300986842105263,0.9386467933654785,0.7763157894736842
8,mt_bench-30350920,conversation,decode,learned,6,18,12,3.0,288,0.9288194444444444,0.9390021562576294,0.7673611111111112
8,mt_bench-30350920,conversation,decode,learned,7,17,12,3.0,272,0.9191176470588235,0.9301722049713135,0.7316176470588235
8,mt_bench-30350920,conversation,decode,learned,8,16,12,3.0,256,0.91796875,0.9263362884521484,0.7578125
8,mt_bench-30350920,conversation,decode,learned,9,15,12,3.0,240,0.90625,0.918292224407196,0.7
8,mt_bench-30350920,conversation,decode,learned,10,14,12,3.0,224,0.9017857142857143,0.9112788438796997,0.6964285714285714
8,mt_bench-30350920,conversation,decode,learned,11,13,12,3.0,208,0.9122596153846154,0.9195908904075623,0.7163461538461539
8,mt_bench-30350920,conversation,decode,learned,12,12,12,3.0,192,0.9192708333333334,0.9324188232421875,0.7239583333333334
8,mt_bench-30350920,conversation,decode,learned,13,11,12,3.0,176,0.9261363636363636,0.9364485144615173,0.7727272727272727
8,mt_bench-30350920,conversation,decode,learned,14,10,12,3.0,160,0.93125,0.9420501589775085,0.775
8,mt_bench-30350920,conversation,decode,learned,15,9,12,3.0,144,0.9496527777777778,0.9575127363204956,0.8194444444444444
8,mt_bench-30350920,conversation,decode,learned,16,8,12,3.0,128,0.931640625,0.9419746398925781,0.7578125
8,mt_bench-30350920,conversation,decode,learned,17,7,12,3.0,112,0.9352678571428571,0.9483380913734436,0.7589285714285714
8,mt_bench-30350920,conversation,decode,learned,18,6,12,3.0,96,0.921875,0.935516357421875,0.7395833333333334
8,mt_bench-30350920,conversation,decode,learned,19,5,12,3.0,80,0.93125,0.93975830078125,0.75
8,mt_bench-30350920,conversation,decode,learned,20,4,12,3.0,64,0.93359375,0.9453811645507812,0.75
8,mt_bench-30350920,conversation,decode,learned,21,3,12,3.0,48,0.9114583333333334,0.9261067509651184,0.6458333333333334
8,mt_bench-30350920,conversation,decode,learned,22,2,12,3.0,32,0.953125,0.9619903564453125,0.8125
8,mt_bench-30350920,conversation,decode,learned,23,1,12,3.0,16,0.96875,0.97210693359375,0.875
9,gsm8k-00047,math,decode,learned,1,23,12,3.0,368,0.9626358695652174,0.97190260887146,0.8668478260869565
9,gsm8k-00047,math,decode,learned,2,22,12,3.0,352,0.9609375,0.970848798751831,0.8664772727272727
9,gsm8k-00047,math,decode,learned,3,21,12,3.0,336,0.9553571428571429,0.965908944606781,0.8482142857142857
9,gsm8k-00047,math,decode,learned,4,20,12,3.0,320,0.953125,0.9637466669082642,0.83125
9,gsm8k-00047,math,decode,learned,5,19,12,3.0,304,0.9539473684210527,0.9640920758247375,0.8388157894736842
9,gsm8k-00047,math,decode,learned,6,18,12,3.0,288,0.9583333333333334,0.9685702919960022,0.8541666666666666
9,gsm8k-00047,math,decode,learned,7,17,12,3.0,272,0.9623161764705882,0.9702292084693909,0.8639705882352942
9,gsm8k-00047,math,decode,learned,8,16,12,3.0,256,0.962890625,0.9717750549316406,0.88671875
9,gsm8k-00047,math,decode,learned,9,15,12,3.0,240,0.9604166666666667,0.967803955078125,0.8666666666666667
9,gsm8k-00047,math,decode,learned,10,14,12,3.0,224,0.9587053571428571,0.9678584337234497,0.8526785714285714
9,gsm8k-00047,math,decode,learned,11,13,12,3.0,208,0.9459134615384616,0.9560828804969788,0.8173076923076923
9,gsm8k-00047,math,decode,learned,12,12,12,3.0,192,0.9596354166666666,0.9674479365348816,0.8489583333333334
9,gsm8k-00047,math,decode,learned,13,11,12,3.0,176,0.9488636363636364,0.9587125182151794,0.8238636363636364
9,gsm8k-00047,math,decode,learned,14,10,12,3.0,160,0.9484375,0.957843005657196,0.825
9,gsm8k-00047,math,decode,learned,15,9,12,3.0,144,0.9409722222222222,0.9523756504058838,0.8263888888888888
9,gsm8k-00047,math,decode,learned,16,8,12,3.0,128,0.9296875,0.9410743713378906,0.8125
9,gsm8k-00047,math,decode,learned,17,7,12,3.0,112,0.9330357142857143,0.9396842122077942,0.7946428571428571
9,gsm8k-00047,math,decode,learned,18,6,12,3.0,96,0.9322916666666666,0.9425455927848816,0.7708333333333334
9,gsm8k-00047,math,decode,learned,19,5,12,3.0,80,0.946875,0.951708972454071,0.85
9,gsm8k-00047,math,decode,learned,20,4,12,3.0,64,0.9375,0.944793701171875,0.828125
9,gsm8k-00047,math,decode,learned,21,3,12,3.0,48,0.9427083333333334,0.9462483525276184,0.8125
9,gsm8k-00047,math,decode,learned,22,2,12,3.0,32,0.90625,0.9232177734375,0.6875
9,gsm8k-00047,math,decode,learned,23,1,12,3.0,16,0.90625,0.914215087890625,0.6875
10,mt_bench-50530142,conversation,decode,learned,1,23,12,3.0,368,0.9110054347826086,0.92373126745224,0.7065217391304348
10,mt_bench-50530142,conversation,decode,learned,2,22,12,3.0,352,0.8877840909090909,0.9039459228515625,0.6704545454545454
10,mt_bench-50530142,conversation,decode,learned,3,21,12,3.0,336,0.8705357142857143,0.8874700665473938,0.6130952380952381
10,mt_bench-50530142,conversation,decode,learned,4,20,12,3.0,320,0.875,0.892382800579071,0.63125
10,mt_bench-50530142,conversation,decode,learned,5,19,12,3.0,304,0.8610197368421053,0.8768150210380554,0.5921052631578947
10,mt_bench-50530142,conversation,decode,learned,6,18,12,3.0,288,0.8706597222222222,0.8902689814567566,0.6284722222222222
10,mt_bench-50530142,conversation,decode,learned,7,17,12,3.0,272,0.8575367647058824,0.8773390650749207,0.6213235294117647
10,mt_bench-50530142,conversation,decode,learned,8,16,12,3.0,256,0.8359375,0.8512248992919922,0.5859375
10,mt_bench-50530142,conversation,decode,learned,9,15,12,3.0,240,0.8229166666666666,0.8446553349494934,0.55
10,mt_bench-50530142,conversation,decode,learned,10,14,12,3.0,224,0.8035714285714286,0.823150634765625,0.5178571428571429
10,mt_bench-50530142,conversation,decode,learned,11,13,12,3.0,208,0.8112980769230769,0.8337379097938538,0.5384615384615384
10,mt_bench-50530142,conversation,decode,learned,12,12,12,3.0,192,0.7747395833333334,0.7976201176643372,0.46875
10,mt_bench-50530142,conversation,decode,learned,13,11,12,3.0,176,0.7840909090909091,0.8035028576850891,0.4715909090909091
10,mt_bench-50530142,conversation,decode,learned,14,10,12,3.0,160,0.7828125,0.805523693561554,0.50625
10,mt_bench-50530142,conversation,decode,learned,15,9,12,3.0,144,0.78125,0.8033040165901184,0.4791666666666667
10,mt_bench-50530142,conversation,decode,learned,16,8,12,3.0,128,0.7578125,0.7796745300292969,0.453125
10,mt_bench-50530142,conversation,decode,learned,17,7,12,3.0,112,0.7232142857142857,0.7523062825202942,0.45535714285714285
10,mt_bench-50530142,conversation,decode,learned,18,6,12,3.0,96,0.6979166666666666,0.7286427617073059,0.4166666666666667
10,mt_bench-50530142,conversation,decode,learned,19,5,12,3.0,80,0.70625,0.7221924066543579,0.4375
10,mt_bench-50530142,conversation,decode,learned,20,4,12,3.0,64,0.671875,0.6869125366210938,0.40625
10,mt_bench-50530142,conversation,decode,learned,21,3,12,3.0,48,0.6614583333333334,0.6795145869255066,0.4166666666666667
10,mt_bench-50530142,conversation,decode,learned,22,2,12,3.0,32,0.6328125,0.6580657958984375,0.34375
10,mt_bench-50530142,conversation,decode,learned,23,1,12,3.0,16,0.609375,0.63812255859375,0.25
11,humaneval-HumanEval_56,code,decode,learned,1,23,12,3.0,368,0.9639945652173914,0.97003173828125,0.8777173913043478
11,humaneval-HumanEval_56,code,decode,learned,2,22,12,3.0,352,0.9595170454545454,0.9659174084663391,0.8636363636363636
11,humaneval-HumanEval_56,code,decode,learned,3,21,12,3.0,336,0.9471726190476191,0.9560387134552002,0.8244047619047619
11,humaneval-HumanEval_56,code,decode,learned,4,20,12,3.0,320,0.94765625,0.9563659429550171,0.825
11,humaneval-HumanEval_56,code,decode,learned,5,19,12,3.0,304,0.944078947368421,0.9505775570869446,0.8223684210526315
11,humaneval-HumanEval_56,code,decode,learned,6,18,12,3.0,288,0.9348958333333334,0.9441748857498169,0.7951388888888888
11,humaneval-HumanEval_56,code,decode,learned,7,17,12,3.0,272,0.9356617647058824,0.9437076449394226,0.8051470588235294
11,humaneval-HumanEval_56,code,decode,learned,8,16,12,3.0,256,0.9267578125,0.9343776702880859,0.79296875
11,humaneval-HumanEval_56,code,decode,learned,9,15,12,3.0,240,0.9354166666666667,0.9429951906204224,0.8083333333333333
11,humaneval-HumanEval_56,code,decode,learned,10,14,12,3.0,224,0.9196428571428571,0.9296482801437378,0.8080357142857143
11,humaneval-HumanEval_56,code,decode,learned,11,13,12,3.0,208,0.9230769230769231,0.9314246773719788,0.7692307692307693
11,humaneval-HumanEval_56,code,decode,learned,12,12,12,3.0,192,0.9140625,0.9230296015739441,0.78125
11,humaneval-HumanEval_56,code,decode,learned,13,11,12,3.0,176,0.9232954545454546,0.9336408972740173,0.7784090909090909
11,humaneval-HumanEval_56,code,decode,learned,14,10,12,3.0,160,0.91875,0.9251190423965454,0.79375
11,humaneval-HumanEval_56,code,decode,learned,15,9,12,3.0,144,0.9166666666666666,0.9265882968902588,0.7638888888888888
11,humaneval-HumanEval_56,code,decode,learned,16,8,12,3.0,128,0.8984375,0.9088668823242188,0.75
11,humaneval-HumanEval_56,code,decode,learned,17,7,12,3.0,112,0.8973214285714286,0.9079459309577942,0.7410714285714286
11,humaneval-HumanEval_56,code,decode,learned,18,6,12,3.0,96,0.9088541666666666,0.9226887822151184,0.7604166666666666
11,humaneval-HumanEval_56,code,decode,learned,19,5,12,3.0,80,0.89375,0.9153808355331421,0.7125
11,humaneval-HumanEval_56,code,decode,learned,20,4,12,3.0,64,0.90625,0.9196929931640625,0.796875
11,humaneval-HumanEval_56,code,decode,learned,21,3,12,3.0,48,0.8854166666666666,0.9004719853401184,0.7083333333333334
11,humaneval-HumanEval_56,code,decode,learned,22,2,12,3.0,32,0.8828125,0.8946075439453125,0.71875
11,humaneval-HumanEval_56,code,decode,learned,23,1,12,3.0,16,0.828125,0.8404541015625,0.625
12,mt_bench-32663300,conversation,decode,learned,1,23,12,3.0,368,0.9449728260869565,0.9534726142883301,0.7989130434782609
12,mt_bench-32663300,conversation,decode,learned,2,22,12,3.0,352,0.9261363636363636,0.9323022961616516,0.7471590909090909
12,mt_bench-32663300,conversation,decode,learned,3,21,12,3.0,336,0.9181547619047619,0.9269089698791504,0.7410714285714286
12,mt_bench-32663300,conversation,decode,learned,4,20,12,3.0,320,0.91953125,0.926654040813446,0.75
12,mt_bench-32663300,conversation,decode,learned,5,19,12,3.0,304,0.9161184210526315,0.9230989217758179,0.7368421052631579
12,mt_bench-32663300,conversation,decode,learned,6,18,12,3.0,288,0.9105902777777778,0.9185231328010559,0.7152777777777778
12,mt_bench-32663300,conversation,decode,learned,7,17,12,3.0,272,0.9145220588235294,0.9218803644180298,0.7169117647058824
12,mt_bench-32663300,conversation,decode,learned,8,16,12,3.0,256,0.904296875,0.9146862030029297,0.6953125
12,mt_bench-32663300,conversation,decode,learned,9,15,12,3.0,240,0.909375,0.919757068157196,0.6875
12,mt_bench-32663300,conversation,decode,learned,10,14,12,3.0,224,0.9174107142857143,0.9238804578781128,0.7321428571428571
12,mt_bench-32663300,conversation,decode,learned,11,13,12,3.0,208,0.8966346153846154,0.9084988832473755,0.6875
12,mt_bench-32663300,conversation,decode,learned,12,12,12,3.0,192,0.8932291666666666,0.9045689702033997,0.6927083333333334
12,mt_bench-32663300,conversation,decode,learned,13,11,12,3.0,176,0.9147727272727273,0.9255037903785706,0.7443181818181818
12,mt_bench-32663300,conversation,decode,learned,14,10,12,3.0,160,0.8984375,0.9081939458847046,0.71875
12,mt_bench-32663300,conversation,decode,learned,15,9,12,3.0,144,0.9010416666666666,0.9082573652267456,0.7152777777777778
12,mt_bench-32663300,conversation,decode,learned,16,8,12,3.0,128,0.8984375,0.9085922241210938,0.6796875
12,mt_bench-32663300,conversation,decode,learned,17,7,12,3.0,112,0.8950892857142857,0.9097203016281128,0.6785714285714286
12,mt_bench-32663300,conversation,decode,learned,18,6,12,3.0,96,0.8880208333333334,0.8924560546875,0.6875
12,mt_bench-32663300,conversation,decode,learned,19,5,12,3.0,80,0.890625,0.901531994342804,0.6625
12,mt_bench-32663300,conversation,decode,learned,20,4,12,3.0,64,0.8828125,0.8923263549804688,0.65625
12,mt_bench-32663300,conversation,decode,learned,21,3,12,3.0,48,0.8958333333333334,0.902313232421875,0.6875
12,mt_bench-32663300,conversation,decode,learned,22,2,12,3.0,32,0.921875,0.9277191162109375,0.75
12,mt_bench-32663300,conversation,decode,learned,23,1,12,3.0,16,0.9375,0.94219970703125,0.8125
13,gsm8k-00042,math,decode,learned,1,23,12,3.0,368,0.9510869565217391,0.95908123254776,0.842391304347826
13,gsm8k-00042,math,decode,learned,2,22,12,3.0,352,0.9424715909090909,0.9519500732421875,0.8181818181818182
13,gsm8k-00042,math,decode,learned,3,21,12,3.0,336,0.9375,0.9476972222328186,0.7916666666666666
13,gsm8k-00042,math,decode,learned,4,20,12,3.0,320,0.934375,0.943225085735321,0.790625
13,gsm8k-00042,math,decode,learned,5,19,12,3.0,304,0.9350328947368421,0.9441271424293518,0.7894736842105263
