phase,domain,source_layer,target_layer,delta,capacity,baseline,n_tokens,routing_top_k,selection_coverage,complete_token_coverage,candidate_amplification,useful_amplification,mean_candidate_replacement_fraction,mean_candidate_jaccard
decode,code,4,6,2,16,static,504,8,0.6629464285714286,0.01984126984126984,2.0,3.016835016835017,0.0,1.0
decode,code,4,6,2,16,transition,504,8,0.8670634920634921,0.3869047619047619,2.0,2.3066361556064074,0.23931411530815108,0.6388363285229899
decode,code,4,6,2,32,domain_oracle,504,8,0.9124503968253969,0.5178571428571429,4.0,4.383799945637401,0.0,1.0
decode,code,4,6,2,32,previous_window,504,8,0.9007936507936508,0.49603174603174605,4.0,4.440528634361233,0.0005591451292246521,0.9990313756558393
decode,code,4,6,2,32,static,504,8,0.8787202380952381,0.42063492063492064,4.0,4.552074513124471,0.0,1.0
decode,code,4,6,2,32,transition,504,8,0.9583333333333334,0.7619047619047619,4.0,4.173913043478261,0.19147614314115308,0.6918813449725838
decode,code,4,7,3,8,domain_oracle,504,8,0.5084325396825397,0.0,1.0,1.966829268292683,0.0,1.0
decode,code,4,7,3,8,previous_window,504,8,0.5084325396825397,0.0,1.0,1.966829268292683,0.0004970178926441351,0.9991164126352993
decode,code,4,7,3,8,static,504,8,0.4494047619047619,0.0,1.0,2.225165562913907,0.0,1.0
decode,code,4,7,3,8,transition,504,8,0.6922123015873016,0.041666666666666664,1.0,1.4446434969544966,0.34940357852882703,0.525290967040469
decode,code,4,7,3,16,domain_oracle,504,8,0.7197420634920635,0.1349206349206349,2.0,2.778773259820813,0.0,1.0
decode,code,4,7,3,16,previous_window,504,8,0.7189980158730159,0.13095238095238096,2.0,2.7816488444291134,0.00024850894632206757,0.9995582063176497
decode,code,4,7,3,16,static,504,8,0.6540178571428571,0.05555555555555555,2.0,3.0580204778157,0.0,1.0
decode,code,4,7,3,16,transition,504,8,0.8511904761904762,0.3492063492063492,2.0,2.3496503496503496,0.27373260437375746,0.5994110835702372
decode,code,4,7,3,32,domain_oracle,504,8,0.9012896825396826,0.5119047619047619,4.0,4.438084755090809,0.0,1.0
decode,code,4,7,3,32,previous_window,504,8,0.8978174603174603,0.5178571428571429,4.0,4.45524861878453,0.0004348906560636183,0.9992173940484079
decode,code,4,7,3,32,static,504,8,0.8559027777777778,0.35714285714285715,4.0,4.67342799188641,0.0,1.0
decode,code,4,7,3,32,transition,504,8,0.9563492063492064,0.7321428571428571,4.0,4.182572614107884,0.18495278330019882,0.7004251737801005
decode,code,5,6,1,8,domain_oracle,504,8,0.5138888888888888,0.0,1.0,1.945945945945946,0.0,1.0
decode,code,5,6,1,8,previous_window,504,8,0.5106646825396826,0.0,1.0,1.9582321515298688,0.0004970178926441351,0.9991164126352993
decode,code,5,6,1,8,static,504,8,0.48759920634920634,0.0,1.0,2.0508646998982707,0.0,1.0
decode,code,5,6,1,8,transition,504,8,0.6803075396825397,0.017857142857142856,1.0,1.4699234414874225,0.29249502982107356,0.5818239635337041
decode,code,5,6,1,16,domain_oracle,504,8,0.7284226190476191,0.10912698412698413,2.0,2.745658835546476,0.0,1.0
decode,code,5,6,1,16,previous_window,504,8,0.730406746031746,0.10119047619047619,2.0,2.7382003395585737,0.00024850894632206757,0.999532218453982
decode,code,5,6,1,16,static,504,8,0.6629464285714286,0.01984126984126984,2.0,3.016835016835017,0.0,1.0
decode,code,5,6,1,16,transition,504,8,0.8685515873015873,0.40476190476190477,2.0,2.302684180468304,0.2563369781312127,0.6254979471158915
decode,code,5,6,1,32,domain_oracle,504,8,0.9124503968253969,0.5178571428571429,4.0,4.383799945637401,0.0,1.0
decode,code,5,6,1,32,previous_window,504,8,0.9007936507936508,0.49603174603174605,4.0,4.440528634361233,0.0005591451292246521,0.9990313756558393
decode,code,5,6,1,32,static,504,8,0.8787202380952381,0.42063492063492064,4.0,4.552074513124471,0.0,1.0
