phase,domain,layer_id,rank,expert_id,selections,probability
prefill,__all__,8,3,18,3812,0.034236240839201036
prefill,__all__,8,4,37,3338,0.029979163672941515
prefill,__all__,8,5,11,3087,0.027724888633424344
prefill,__all__,8,6,45,2966,0.026638166403218852
prefill,__all__,8,7,16,2901,0.02605438999856301
prefill,__all__,8,8,51,2505,0.0224978445178905
prefill,__all__,8,9,15,2321,0.020845308233941658
prefill,__all__,8,10,32,2310,0.020746515303922977
prefill,__all__,8,11,57,2286,0.02053096709297313
prefill,__all__,8,12,10,2285,0.020521985917516885
prefill,__all__,8,13,55,2274,0.020423192987498204
prefill,__all__,8,14,42,2271,0.020396249461129473
prefill,__all__,8,15,35,2262,0.02031541888202328
prefill,__all__,8,16,56,2191,0.019677755424629975
prefill,__all__,8,17,17,2184,0.01961488719643627
prefill,__all__,8,18,30,2145,0.019264621353642764
prefill,__all__,8,19,63,2128,0.01911194137088662
prefill,__all__,8,20,12,2091,0.018779637879005603
prefill,__all__,8,21,1,2081,0.018689826124443167
prefill,__all__,8,22,20,2055,0.01845631556258083
prefill,__all__,8,23,62,2018,0.018124012070699812
