phase,domain,layer_id,window_size,hotset_size,n_windows,mean_jaccard,min_jaccard,mean_static_coverage,mean_lagged_coverage,mean_oracle_coverage,mean_lagged_oracle_ratio
decode,math,2,256,8,7,0.4383838383838384,0.3333333333333333,0.2550455729166667,0.24112955729166666,0.2605794270833333,0.9238491292095521
decode,math,2,512,8,3,0.6888888888888889,0.6,0.25244140625,0.25,0.2535400390625,0.9851795765460171
decode,math,3,256,8,7,0.5811447811447811,0.45454545454545453,0.2913411458333333,0.287353515625,0.300537109375,0.9558880471988139
decode,math,3,512,8,3,0.6888888888888889,0.6,0.2957763671875,0.2906494140625,0.298828125,0.9722703743830505
decode,math,4,256,8,7,0.5292929292929293,0.3333333333333333,0.3248697916666667,0.3090006510416667,0.3361002604166667,0.9201544188595107
decode,math,4,512,8,3,0.7777777777777778,0.7777777777777778,0.3306884765625,0.326171875,0.3328857421875,0.979744036667635
decode,math,5,256,8,7,0.5326599326599326,0.45454545454545453,0.3443196614583333,0.3286946614583333,0.3534342447916667,0.9295679708658443
decode,math,5,512,8,3,0.6888888888888889,0.6,0.344970703125,0.34228515625,0.3470458984375,0.9864486467215307
decode,math,6,256,8,7,0.6053872053872054,0.45454545454545453,0.407958984375,0.3976236979166667,0.4154459635416667,0.957641907600089
decode,math,6,512,8,3,0.6,0.6,0.40625,0.401123046875,0.407958984375,0.9832366266165309
decode,math,7,256,8,7,0.47516187516187514,0.23076923076923078,0.3474934895833333,0.3309733072916667,0.356689453125,0.9278651593454974
decode,math,7,512,8,3,0.5272727272727272,0.45454545454545453,0.3455810546875,0.3388671875,0.347412109375,0.9752885090406087
decode,math,8,256,8,7,0.5734783734783735,0.23076923076923078,0.3479817708333333,0.3392740885416667,0.3560384114583333,0.9528515317277583
decode,math,8,512,8,3,0.7777777777777778,0.7777777777777778,0.3485107421875,0.3468017578125,0.350341796875,0.9897997652527419
decode,math,9,256,8,7,0.47516187516187514,0.23076923076923078,0.31689453125,0.302734375,0.3225911458333333,0.9388684075208366
decode,math,9,512,8,3,0.6888888888888889,0.6,0.3192138671875,0.3154296875,0.321044921875,0.9827592795897664
decode,math,10,256,8,7,0.5420875420875421,0.3333333333333333,0.279052734375,0.27294921875,0.2880859375,0.9463636567303636
decode,math,10,512,8,3,0.5272727272727272,0.45454545454545453,0.2845458984375,0.277099609375,0.2860107421875,0.9679964345830817
decode,math,11,256,8,7,0.46573426573426574,0.23076923076923078,0.331298828125,0.320068359375,0.3402506510416667,0.9415117669178451
decode,math,11,512,8,3,0.6888888888888889,0.6,0.33349609375,0.3292236328125,0.334716796875,0.983711347683781
decode,math,12,256,8,7,0.4962962962962963,0.3333333333333333,0.3462727864583333,0.3382975260416667,0.3556315104166667,0.9514890407897703
decode,math,12,512,8,3,0.6888888888888889,0.6,0.345947265625,0.3448486328125,0.3487548828125,0.9889528125597752
decode,math,13,256,8,7,0.41818181818181815,0.3333333333333333,0.2870279947916667,0.268310546875,0.30126953125,0.8918213209757386
decode,math,13,512,8,3,0.4666666666666667,0.3333333333333333,0.2877197265625,0.2774658203125,0.291259765625,0.952021203580249
decode,math,14,256,8,7,0.45066045066045063,0.23076923076923078,0.23404947916666666,0.2197265625,0.2511393229166667,0.8755562940292814
decode,math,14,512,8,3,0.45454545454545453,0.45454545454545453,0.2279052734375,0.22216796875,0.233642578125,0.9508022431525767
decode,math,15,256,8,7,0.5070707070707071,0.3333333333333333,0.267822265625,0.2582194010416667,0.2810872395833333,0.9189058625419436
decode,math,15,512,8,3,0.6161616161616161,0.45454545454545453,0.266845703125,0.2598876953125,0.269287109375,0.9653019418680832
prefill,__all__,0,256,8,60,0.34101980881641897,0.06666666666666667,0.249561374470339,0.22841631355932204,0.2873411016949153,0.7954859397135836
prefill,__all__,0,512,8,30,0.36916263812815536,0.14285714285714285,0.25030307112068967,0.22886078933189655,0.2711981411637931,0.8449037450827616
prefill,__all__,1,256,8,60,0.38347227160786485,0.06666666666666667,0.2579614671610169,0.23172669491525424,0.2916777012711864,0.793649740784593
prefill,__all__,1,512,8,30,0.42585690171897067,0.06666666666666667,0.2586375269396552,0.2342487203663793,0.27693123653017243,0.8471650512553764
prefill,__all__,2,256,8,60,0.3223383019993189,0.0,0.2450840836864407,0.21610997086864406,0.3078240863347458,0.6997878378259782
prefill,__all__,2,512,8,30,0.38089956020990506,0.06666666666666667,0.24729761584051724,0.2158624057112069,0.2821423760775862,0.7648945447848032
prefill,__all__,3,256,8,60,0.29104492494323,0.0,0.2497848252118644,0.2162506620762712,0.3059537208686441,0.7075511275003347
