train_checkpoint,eval_checkpoint,phase,domain,source_layer,target_layer,delta,capacity,n_tokens,routing_top_k,selection_coverage,complete_token_coverage,candidate_amplification,useful_amplification,mean_candidate_replacement_fraction,mean_candidate_jaccard
base,instruct,prefill,code,3,4,1,32,1033,8,0.962487899322362,0.7386253630203291,4.0,4.155896404324868,0.24009811046511628,0.6272616941469603
base,instruct,prefill,code,3,5,2,8,1033,8,0.6746127783155856,0.015488867376573089,1.0,1.4823318385650224,0.36300872093023256,0.5026195165730027
base,instruct,prefill,code,3,5,2,16,1033,8,0.8475314617618587,0.3155856727976767,2.0,2.3597944031981726,0.32533914728682173,0.5438519794807389
base,instruct,prefill,code,3,5,2,32,1033,8,0.9590997095837367,0.7289448209099709,4.0,4.170577845066869,0.23843265503875968,0.6348129114008758
base,instruct,prefill,code,3,6,3,8,1033,8,0.6963939980638916,0.030977734753146177,1.0,1.435968722849696,0.36700581395348836,0.49532138834464307
base,instruct,prefill,code,3,6,3,16,1033,8,0.8946030977734754,0.4404646660212972,2.0,2.2356282970377386,0.26617005813953487,0.6027050764076215
base,instruct,prefill,code,3,6,3,32,1033,8,0.9726524685382382,0.8102613746369797,4.0,4.112465787509331,0.2169028585271318,0.658334738629014
base,instruct,prefill,code,3,7,4,8,1033,8,0.6817521781219749,0.02516940948693127,1.0,1.4668086616968405,0.3856589147286822,0.4723742665603124
base,instruct,prefill,code,3,7,4,16,1033,8,0.8825024201355276,0.47337850919651503,2.0,2.266282736870972,0.318859011627907,0.5496198040266679
base,instruct,prefill,code,3,7,4,32,1033,8,0.9609148112294289,0.7579864472410455,4.0,4.162699911849893,0.21175508720930233,0.6661822497033246
base,instruct,prefill,code,3,8,5,8,1033,8,0.638431752178122,0.005808325266214908,1.0,1.5663381349507202,0.39123062015503873,0.4740926601391709
base,instruct,prefill,code,3,8,5,16,1033,8,0.8535818005808326,0.3959341723136496,2.0,2.343067762971364,0.3574975775193798,0.5127093438382118
base,instruct,prefill,code,3,8,5,32,1033,8,0.9674491771539206,0.8112294288480155,4.0,4.13458411507192,0.25036337209302323,0.6206616172100501
base,instruct,prefill,code,3,9,6,8,1033,8,0.6499273959341723,0.008712487899322363,1.0,1.5386334016011916,0.39752906976744184,0.4631956759863735
base,instruct,prefill,code,3,9,6,16,1033,8,0.8825024201355276,0.4985479186834463,2.0,2.266282736870972,0.3858406007751938,0.4886813858157597
base,instruct,prefill,code,3,9,6,32,1033,8,0.9718054211035818,0.8393030009680542,4.0,4.116050305067862,0.2937560562015504,0.5722142662041667
base,instruct,prefill,code,3,10,7,8,1033,8,0.6343175217812197,0.04065827686350436,1.0,1.5764975200305227,0.46111918604651164,0.423716141739396
base,instruct,prefill,code,3,10,7,16,1033,8,0.829864472410455,0.3426911907066796,2.0,2.410032079323418,0.41793846899224807,0.44776035824975763
base,instruct,prefill,code,3,10,7,32,1033,8,0.9518393030009681,0.7454017424975798,4.0,4.202390033053649,0.28321826550387597,0.5807934753615351
base,instruct,prefill,code,3,11,8,8,1033,8,0.6628751210067764,0.04549854791868345,1.0,1.5085797736400146,0.30983527131782945,0.5592398127281871
base,instruct,prefill,code,3,11,8,16,1033,8,0.8550338818973863,0.377541142303969,2.0,2.3390885932635155,0.3256419573643411,0.5454008271662911
base,instruct,prefill,code,3,11,8,32,1033,8,0.9638189738625363,0.8073572120038722,4.0,4.1501569365976145,0.2621729651162791,0.6018696793666453
base,instruct,prefill,code,3,12,9,8,1033,8,0.6325024201355276,0.02032913843175218,1.0,1.5810216185192272,0.35901162790697677,0.508924839157396
base,instruct,prefill,code,3,12,9,16,1033,8,0.8255082284607939,0.3697967086156825,2.0,2.42274992670771,0.31867732558139533,0.5467434521933893
base,instruct,prefill,code,3,12,9,32,1033,8,0.949298160696999,0.750242013552759,4.0,4.213639260675589,0.2493640988372093,0.6187902607722349
base,instruct,prefill,code,3,13,10,8,1033,8,0.6241529525653436,0.006776379477250726,1.0,1.602171384257464,0.26368701550387597,0.6190662051127229
base,instruct,prefill,code,3,13,10,16,1033,8,0.8320425943852856,0.3291384317521781,2.0,2.4037230948225714,0.24582122093023256,0.6272711801701923
base,instruct,prefill,code,3,13,10,32,1033,8,0.9483301064859632,0.7376573088092934,4.0,4.217940538471354,0.23658551356589147,0.6311461775660264
base,instruct,prefill,code,3,14,11,8,1033,8,0.6587608906098742,0.04549854791868345,1.0,1.5180014695077149,0.343265503875969,0.5285948977809447
base,instruct,prefill,code,3,14,11,16,1033,8,0.8239351403678606,0.33204259438528555,2.0,2.42737553238361,0.34538517441860467,0.5236377464971104
base,instruct,prefill,code,3,14,11,32,1033,8,0.9353823814133592,0.6786060019361084,4.0,4.276326002587322,0.252452761627907,0.61360871891266
base,instruct,prefill,code,3,15,12,8,1033,8,0.5757502420135527,0.013552758954501452,1.0,1.7368642286675073,0.31637596899224807,0.5509522346731665
base,instruct,prefill,code,3,15,12,16,1033,8,0.7785575992255567,0.24298160696999033,2.0,2.56885296860429,0.30783672480620156,0.5518306899326078
base,instruct,prefill,code,3,15,12,32,1033,8,0.9185624394966118,0.5972894482090997,4.0,4.354630483467264,0.22256540697674418,0.6492594933639892
base,instruct,prefill,code,4,5,1,8,1033,8,0.6742497579864473,0.011616650532429816,1.0,1.483129935391242,0.29748062015503873,0.569494286936151
base,instruct,prefill,code,4,5,1,16,1033,8,0.8426911907066795,0.32526621490803487,2.0,2.373348650201034,0.25109011627906974,0.624215796610249
base,instruct,prefill,code,4,5,1,32,1033,8,0.9482090997095838,0.6669893514036787,4.0,4.218478815722308,0.18065649224806202,0.7038493196702587
base,instruct,prefill,code,4,6,2,8,1033,8,0.6792110358180058,0.021297192642787996,1.0,1.4722964546588277,0.25266472868217055,0.6196049858840623
base,instruct,prefill,code,4,6,2,16,1033,8,0.8707647628267183,0.3717328170377541,2.0,2.2968315730961644,0.1970687984496124,0.6902686386165072
base,instruct,prefill,code,4,6,2,32,1033,8,0.9736205227492739,0.818973862536302,4.0,4.108376833209048,0.1700278585271318,0.7177841467252605
base,instruct,prefill,code,4,7,3,8,1033,8,0.6787270087124879,0.03872216844143272,1.0,1.4733464075592797,0.3283672480620155,0.5336274836274854
base,instruct,prefill,code,4,7,3,16,1033,8,0.8649564375605033,0.4133591481122943,2.0,2.312255176273083,0.2439437984496124,0.6320712903801194
base,instruct,prefill,code,4,7,3,32,1033,8,0.9508712487899322,0.718296224588577,4.0,4.20666836345126,0.1577640503875969,0.7359888603120192
base,instruct,prefill,code,4,8,4,8,1033,8,0.6344385285575992,0.007744433688286544,1.0,1.5761968338737364,0.3213420542635659,0.5516812644719646
base,instruct,prefill,code,4,8,4,16,1033,8,0.8221200387221684,0.32236205227492737,2.0,2.4327347659699736,0.2755571705426357,0.5976574093099639
base,instruct,prefill,code,4,8,4,32,1033,8,0.9536544046466602,0.7637947725072604,4.0,4.194391574673265,0.1936470445736434,0.6863527073261572
base,instruct,prefill,code,4,9,5,8,1033,8,0.6361326234269119,0.031945788964181994,1.0,1.5719992391097584,0.3071705426356589,0.5685968639457047
base,instruct,prefill,code,4,9,5,16,1033,8,0.8541868344627299,0.452081316553727,2.0,2.34140813146338,0.30426356589147285,0.5690072666603452
base,instruct,prefill,code,4,9,5,32,1033,8,0.9632139399806389,0.8151016456921588,4.0,4.152763819095477,0.230953246124031,0.6423695433740396
base,instruct,prefill,code,4,10,6,8,1033,8,0.5963213939980639,0.023233301064859633,1.0,1.676948051948052,0.33054748062015504,0.5478968060363429
base,instruct,prefill,code,4,10,6,16,1033,8,0.7948935140367861,0.3291384317521781,2.0,2.51606028314812,0.31140988372093026,0.5555995778907867
base,instruct,prefill,code,4,10,6,32,1033,8,0.9306631171345595,0.686350435624395,4.0,4.2980106618125085,0.2256843507751938,0.6455912952002208
base,instruct,prefill,code,4,11,7,8,1033,8,0.6464181994191674,0.04356243949661181,1.0,1.5469861475102957,0.2366763565891473,0.65288965986641
base,instruct,prefill,code,4,11,7,16,1033,8,0.8408760890609874,0.398838334946757,2.0,2.378471722550007,0.26677567829457366,0.6078283030673985
base,instruct,prefill,code,4,11,7,32,1033,8,0.9509922555663117,0.755082284607938,4.0,4.206133095813716,0.19988493217054262,0.6776797650872248
base,instruct,prefill,code,4,12,8,8,1033,8,0.6325024201355276,0.017424975798644726,1.0,1.5810216185192272,0.2704699612403101,0.6132425713821119
base,instruct,prefill,code,4,12,8,16,1033,8,0.8215150048402711,0.39399806389157793,2.0,2.4345264398291353,0.2464874031007752,0.6301293432530469
base,instruct,prefill,code,4,12,8,32,1033,8,0.93054211035818,0.6921587608906099,4.0,4.298569570871261,0.18365431201550386,0.6985378336465006
base,instruct,prefill,code,4,13,9,8,1033,8,0.6259680542110359,0.008712487899322363,1.0,1.5975256137637734,0.20167151162790697,0.6877391772740693
base,instruct,prefill,code,4,13,9,16,1033,8,0.8147386253630203,0.3388189738625363,2.0,2.4547749888608346,0.17581153100775193,0.7145649758197431
base,instruct,prefill,code,4,13,9,32,1033,8,0.9385285575992256,0.7095837366892546,4.0,4.261990716864363,0.18946826550387597,0.6929201581628915
base,instruct,prefill,code,4,14,10,8,1033,8,0.6346805421103582,0.04065827686350436,1.0,1.5755958055290753,0.27180232558139533,0.6087186715093743
base,instruct,prefill,code,4,14,10,16,1033,8,0.8075992255566312,0.31752178121974833,2.0,2.476475876535811,0.2521196705426357,0.6238599144646181
base,instruct,prefill,code,4,14,10,32,1033,8,0.920135527589545,0.6185866408518877,4.0,4.347185691741188,0.19997577519379844,0.677337653343555
base,instruct,prefill,code,4,15,11,8,1033,8,0.5752662149080349,0.04356243949661181,1.0,1.7383256205300799,0.21063468992248063,0.6795624702601522
base,instruct,prefill,code,4,15,11,16,1033,8,0.7616166505324298,0.25653436592449175,2.0,2.6259930092151254,0.2212330426356589,0.6524410369294538
base,instruct,prefill,code,4,15,11,32,1033,8,0.9057357212003873,0.5759922555663117,4.0,4.416299265197061,0.17272286821705427,0.7137624469835188
base,instruct,prefill,code,5,6,1,8,1033,8,0.6955469506292352,0.03581800580832527,1.0,1.4377174669450243,0.2927567829457364,0.5744759547085176
base,instruct,prefill,code,5,6,1,16,1033,8,0.8834704743465635,0.41045498547918685,2.0,2.263799479523353,0.2137233527131783,0.6683548917651644
base,instruct,prefill,code,5,6,1,32,1033,8,0.9750726040658277,0.8209099709583737,4.0,4.102258624968975,0.1842296511627907,0.7020799661383692
base,instruct,prefill,code,5,7,2,8,1033,8,0.6902226524685382,0.028073572120038724,1.0,1.4488078541374474,0.3502906976744186,0.5059784315598257
base,instruct,prefill,code,5,7,2,16,1033,8,0.8740319457889641,0.4346563407550823,2.0,2.2882458812127924,0.2615673449612403,0.6113327613886611
base,instruct,prefill,code,5,7,2,32,1033,8,0.9636979670861568,0.7850919651500484,4.0,4.150678051230537,0.1726017441860465,0.7176342645275062
base,instruct,prefill,code,5,8,3,8,1033,8,0.6425459825750242,0.005808325266214908,1.0,1.5563088512241054,0.34484011627906974,0.5209447314098488
base,instruct,prefill,code,5,8,3,16,1033,8,0.8482575024201355,0.36302032913843174,2.0,2.357774607703281,0.31898013565891475,0.5544676688713284
base,instruct,prefill,code,5,8,3,32,1033,8,0.9651500484027106,0.8034849951597289,4.0,4.144433299899699,0.2102107558139535,0.6661968333743552
base,instruct,prefill,code,5,9,4,8,1033,8,0.6416989351403679,0.02420135527589545,1.0,1.5583631906468036,0.3243701550387597,0.5426612577775394
base,instruct,prefill,code,5,9,4,16,1033,8,0.8689496611810261,0.4888673765730881,2.0,2.301629299540454,0.3371487403100775,0.5339689067571898
base,instruct,prefill,code,5,9,4,32,1033,8,0.9719264278799613,0.8480154888673765,4.0,4.115537848605578,0.25018168604651164,0.6203574757977923
base,instruct,prefill,code,5,10,5,8,1033,8,0.6130203291384317,0.026137463697967087,1.0,1.631267272009475,0.3810562015503876,0.49589781450246484
base,instruct,prefill,code,5,10,5,16,1033,8,0.8080832526621491,0.30009680542110356,2.0,2.474992512728362,0.3161942829457364,0.5511771620875519
base,instruct,prefill,code,5,10,5,32,1033,8,0.9477250726040658,0.7299128751210068,4.0,4.220633299284985,0.249515503875969,0.6216398848337235
base,instruct,prefill,code,5,11,6,8,1033,8,0.6494433688286544,0.0377541142303969,1.0,1.5397801378796347,0.28330910852713176,0.5913459494854889
base,instruct,prefill,code,5,11,6,16,1033,8,0.8434172313649564,0.3591481122942885,2.0,2.371305595408895,0.2849442829457364,0.5923855797431999
base,instruct,prefill,code,5,11,6,32,1033,8,0.9610358180058083,0.7899322362052275,4.0,4.16217577436414,0.22547238372093023,0.6475846475059241
base,instruct,prefill,code,5,12,7,8,1033,8,0.6377057115198451,0.013552758954501452,1.0,1.5681214421252372,0.3012354651162791,0.5734085896876623
base,instruct,prefill,code,5,12,7,16,1033,8,0.8282913843175218,0.40174249757986447,2.0,2.414609203798393,0.2530886627906977,0.6261608023828787
base,instruct,prefill,code,5,12,7,32,1033,8,0.94445788964182,0.7357212003872217,4.0,4.235233824471493,0.22247456395348839,0.649006051989933
base,instruct,prefill,code,5,13,8,8,1033,8,0.6193126815101646,0.005808325266214908,1.0,1.614693239546698,0.20324612403100775,0.6887645085319584
base,instruct,prefill,code,5,13,8,16,1033,8,0.8281703775411423,0.31752178121974833,2.0,2.4149620105201635,0.20221656976744187,0.681887887716402
base,instruct,prefill,code,5,13,8,32,1033,8,0.9479670861568248,0.7512100677637947,4.0,4.219555782486597,0.21226986434108527,0.6646136430707003
base,instruct,prefill,code,5,14,9,8,1033,8,0.6438770571151985,0.036786060019361085,1.0,1.553091524149596,0.31589147286821706,0.5589505670901043
base,instruct,prefill,code,5,14,9,16,1033,8,0.8234511132623427,0.3475314617618587,2.0,2.428802351212344,0.28464147286821706,0.5884526287724312
base,instruct,prefill,code,5,14,9,32,1033,8,0.9336882865440465,0.6815101645692159,4.0,4.284085018144116,0.2247153585271318,0.648892904567514
base,instruct,prefill,code,5,15,10,8,1033,8,0.5747821878025169,0.017424975798644726,1.0,1.7397894736842106,0.2378875968992248,0.6462264264589912
base,instruct,prefill,code,5,15,10,16,1033,8,0.7728702807357212,0.25653436592449175,2.0,2.587756380147174,0.2543604651162791,0.6158927275235159
base,instruct,prefill,code,5,15,10,32,1033,8,0.9157792836398838,0.5895450145208132,4.0,4.367864693446089,0.19279917635658914,0.6878331302345804
base,instruct,prefill,code,6,7,1,8,1033,8,0.7081316553727008,0.041626331074540175,1.0,1.4121667805878333,0.35150193798449614,0.5114419172558711
base,instruct,prefill,code,6,7,1,16,1033,8,0.8791142303969022,0.4462729912875121,2.0,2.2750172057811424,0.27452761627906974,0.5973261599729112
base,instruct,prefill,code,6,7,1,32,1033,8,0.9610358180058083,0.7734753146176185,4.0,4.16217577436414,0.1785671027131783,0.7096830055273692
base,instruct,prefill,code,6,8,2,8,1033,8,0.6604549854791868,0.006776379477250726,1.0,1.514107731769879,0.3581637596899225,0.5132407644035555
base,instruct,prefill,code,6,8,2,16,1033,8,0.8544288480154889,0.38528557599225555,2.0,2.340744936977765,0.3247940891472868,0.5483109386009396
base,instruct,prefill,code,6,8,2,32,1033,8,0.9649080348499516,0.8015488867376573,4.0,4.145472786556308,0.21099806201550386,0.6673775774387389
base,instruct,prefill,code,6,9,3,8,1033,8,0.6473862536302033,0.011616650532429816,1.0,1.5446728971962618,0.34641472868217055,0.5211323560160775
base,instruct,prefill,code,6,9,3,16,1033,8,0.8764520813165537,0.49564375605033884,2.0,2.2819273781582217,0.3541666666666667,0.5186543939735194
base,instruct,prefill,code,6,9,3,32,1033,8,0.9737415295256534,0.8547918683446273,4.0,4.107866285572263,0.25999273255813954,0.6090344871454798
base,instruct,prefill,code,6,10,4,8,1033,8,0.6107212003872217,0.007744433688286544,1.0,1.6374083614028137,0.391593992248062,0.4908479548014423
base,instruct,prefill,code,6,10,4,16,1033,8,0.8181268151016456,0.3330106485963214,2.0,2.4446087856825915,0.34435562015503873,0.5233823640051336
base,instruct,prefill,code,6,10,4,32,1033,8,0.9463939980638916,0.7260406582768635,4.0,4.226569492392278,0.24763808139534885,0.6238087989322639
base,instruct,prefill,code,6,11,5,8,1033,8,0.6597289448209099,0.03872216844143272,1.0,1.5157740278796772,0.28088662790697677,0.6004828935061528
base,instruct,prefill,code,6,11,5,16,1033,8,0.8495885769603098,0.38818973862536305,2.0,2.3540806152969664,0.30262839147286824,0.5694582322974825
base,instruct,prefill,code,6,11,5,32,1033,8,0.9580106485963213,0.782187802516941,4.0,4.175318933939623,0.22510901162790697,0.6464057337482212
base,instruct,prefill,code,6,12,6,8,1033,8,0.6442400774443369,0.018393030009680542,1.0,1.5522163786626597,0.311531007751938,0.5677491758887138
base,instruct,prefill,code,6,12,6,16,1033,8,0.8316795740561471,0.40174249757986447,2.0,2.404772297395606,0.2668362403100775,0.6066795022419291
base,instruct,prefill,code,6,12,6,32,1033,8,0.9385285575992256,0.7366892545982575,4.0,4.261990716864363,0.21275436046511628,0.6615266761367551
base,instruct,prefill,code,6,13,7,8,1033,8,0.6325024201355276,0.012584704743465635,1.0,1.5810216185192272,0.2288032945736434,0.6598168842354954
base,instruct,prefill,code,6,13,7,16,1033,8,0.8239351403678606,0.3494675701839303,2.0,2.42737553238361,0.21148255813953487,0.6682897826860718
base,instruct,prefill,code,6,13,7,32,1033,8,0.9453049370764763,0.7308809293320426,4.0,4.231438812083973,0.20491157945736435,0.6739591702986112
base,instruct,prefill,code,6,14,8,8,1033,8,0.6545256534365924,0.03581800580832527,1.0,1.5278239970419671,0.30474806201550386,0.5726466470652548
base,instruct,prefill,code,6,14,8,16,1033,8,0.8244191674733785,0.3552758954501452,2.0,2.425950388962278,0.3074127906976744,0.5598510599916544
base,instruct,prefill,code,6,14,8,32,1033,8,0.9336882865440465,0.6824782187802517,4.0,4.284085018144116,0.22271681201550386,0.6516670464954197
base,instruct,prefill,code,6,15,9,8,1033,8,0.5907550822846079,0.04065827686350436,1.0,1.6927488734125358,0.25641957364341084,0.6209588430518717
base,instruct,prefill,code,6,15,9,16,1033,8,0.7803727008712488,0.2584704743465634,2.0,2.5628779655760585,0.24860707364341086,0.6265121181003958
base,instruct,prefill,code,6,15,9,32,1033,8,0.9161423039690223,0.5934172313649564,4.0,4.366133932109364,0.20279190891472867,0.6744338203018098
base,instruct,prefill,code,7,8,1,8,1033,8,0.6719506292352372,0.026137463697967087,1.0,1.488204574104088,0.4012839147286822,0.4759068666045415
base,instruct,prefill,code,7,8,1,16,1033,8,0.8569699903194579,0.3659244917715392,2.0,2.3338040101666198,0.3308502906976744,0.5518079171834378
base,instruct,prefill,code,7,8,1,32,1033,8,0.9745885769603098,0.8286544046466602,4.0,4.10429600198659,0.2250484496124031,0.6514315980181982
base,instruct,prefill,code,7,9,2,8,1033,8,0.6544046466602129,0.018393030009680542,1.0,1.5281065088757397,0.3796027131782946,0.5057180115319657
base,instruct,prefill,code,7,9,2,16,1033,8,0.8857696030977735,0.48693126815101645,2.0,2.2579234972677598,0.353015988372093,0.5369939718448341
base,instruct,prefill,code,7,9,2,32,1033,8,0.9820909970958374,0.8915779283639884,4.0,4.072942336126171,0.2632328003875969,0.606074891257387
base,instruct,prefill,code,7,10,3,8,1033,8,0.6297192642787997,0.016456921587608905,1.0,1.5880092236740968,0.4328972868217054,0.46211026269165856
base,instruct,prefill,code,7,10,3,16,1033,8,0.8425701839303001,0.37947725072604066,2.0,2.373689501651587,0.36476501937984496,0.519407446840846
base,instruct,prefill,code,7,10,3,32,1033,8,0.9554695062923524,0.755082284607938,4.0,4.186423505572442,0.2652313468992248,0.605897809568556
base,instruct,prefill,code,7,11,4,8,1033,8,0.6654162633107454,0.051306873184898356,1.0,1.502818694308056,0.32630813953488375,0.5600698612326535
base,instruct,prefill,code,7,11,4,16,1033,8,0.8627783155856728,0.41529525653436594,2.0,2.318092566619916,0.30202277131782945,0.5735533167924952
base,instruct,prefill,code,7,11,4,32,1033,8,0.9715634075508228,0.8325266214908035,4.0,4.117075600946569,0.24921269379844962,0.6202651177081374
base,instruct,prefill,code,7,12,5,8,1033,8,0.6375847047434656,0.01936108422071636,1.0,1.5684190548491175,0.36749031007751937,0.512865816354188
base,instruct,prefill,code,7,12,5,16,1033,8,0.8383349467570184,0.4259438528557599,2.0,2.3856812933025404,0.2888202519379845,0.5934218118714756
base,instruct,prefill,code,7,12,5,32,1033,8,0.9480880929332043,0.7560503388189739,4.0,4.219017230376515,0.2323764534883721,0.6387170084639363
base,instruct,prefill,code,7,13,6,8,1033,8,0.6213697967086157,0.003872216844143272,1.0,1.6093476144109056,0.2882751937984496,0.5982273325296619
base,instruct,prefill,code,7,13,6,16,1033,8,0.8291384317521782,0.3465634075508228,2.0,2.412142440163456,0.22529069767441862,0.6598493851446527
base,instruct,prefill,code,7,13,6,32,1033,8,0.9512342691190707,0.7579864472410455,4.0,4.205062969087902,0.23370881782945738,0.638810948031051
base,instruct,prefill,code,7,14,7,8,1033,8,0.648838334946757,0.03291384317521781,1.0,1.5412159641924654,0.3227955426356589,0.5699843007982561
base,instruct,prefill,code,7,14,7,16,1033,8,0.8307115198451114,0.3727008712487899,2.0,2.4075746540422434,0.3082606589147287,0.5722845735794772
base,instruct,prefill,code,7,14,7,32,1033,8,0.941432720232333,0.7028073572120038,4.0,4.248843187660668,0.24645712209302326,0.6231918506909745
base,instruct,prefill,code,7,15,8,8,1033,8,0.5873668925459826,0.01936108422071636,1.0,1.7025133910177173,0.28318798449612403,0.6016608284050188
base,instruct,prefill,code,7,15,8,16,1033,8,0.7864230396902226,0.25653436592449175,2.0,2.5431604862286505,0.28797238372093026,0.5878947078429441
base,instruct,prefill,code,7,15,8,32,1033,8,0.9282429816069699,0.6447241045498547,4.0,4.309216529787512,0.22174781976744187,0.6534249046295075
base,instruct,prefill,code,8,9,1,8,1033,8,0.6913117134559535,0.0377541142303969,1.0,1.4465254682303519,0.4114583333333333,0.46985254194556664
base,instruct,prefill,code,8,9,1,16,1033,8,0.9143272023233301,0.579864472410455,2.0,2.1874007411328744,0.39328972868217055,0.48511177299790914
base,instruct,prefill,code,8,9,1,32,1033,8,0.9888673765730881,0.9244917715392061,4.0,4.045031815956926,0.2899406492248062,0.5766851899173941
base,instruct,prefill,code,8,10,2,8,1033,8,0.664811229428848,0.013552758954501452,1.0,1.5041863851474335,0.4427083333333333,0.457290448569518
base,instruct,prefill,code,8,10,2,16,1033,8,0.869433688286544,0.42400774443368827,2.0,2.300347947112039,0.4143047480620155,0.4655661207689771
base,instruct,prefill,code,8,10,2,32,1033,8,0.9685382381413359,0.8044530493707648,4.0,4.1299350324837585,0.28025072674418605,0.5875684203677143
base,instruct,prefill,code,8,11,3,8,1033,8,0.6933688286544046,0.05614714424007745,1.0,1.4422338568935427,0.34314437984496127,0.5506440587835961
base,instruct,prefill,code,8,11,3,16,1033,8,0.8849225556631172,0.46079380445304935,2.0,2.2600847805278272,0.3400557170542636,0.5289579758955859
base,instruct,prefill,code,8,11,3,32,1033,8,0.972894482090997,0.8276863504356244,4.0,4.111442786069651,0.2599321705426357,0.6078959799750103
base,instruct,prefill,code,8,12,4,8,1033,8,0.6619070667957405,0.03388189738625363,1.0,1.5107861060329069,0.360343992248062,0.5300621858761403
base,instruct,prefill,code,8,12,4,16,1033,8,0.8528557599225557,0.41723136495643753,2.0,2.3450624290578888,0.32424903100775193,0.5498862333150343
base,instruct,prefill,code,8,12,4,32,1033,8,0.9628509196515005,0.8073572120038722,4.0,4.154329521176323,0.25060562015503873,0.6162707978684168
base,instruct,prefill,code,8,13,5,8,1033,8,0.6476282671829623,0.010648596321393998,1.0,1.5440956651718984,0.3229166666666667,0.5582420809165016
base,instruct,prefill,code,8,13,5,16,1033,8,0.8573330106485963,0.37947725072604066,2.0,2.332815808045166,0.27549660852713176,0.5925379213391414
base,instruct,prefill,code,8,13,5,32,1033,8,0.9617618586640851,0.7918683446272992,4.0,4.159033719174635,0.2436107073643411,0.6263929292549221
base,instruct,prefill,code,8,14,6,8,1033,8,0.6643272023233301,0.0377541142303969,1.0,1.5052823315118398,0.35222868217054265,0.5314637558823614
base,instruct,prefill,code,8,14,6,16,1033,8,0.8503146176185866,0.38915779283639884,2.0,2.352070584886865,0.35065406976744184,0.5192938394726698
base,instruct,prefill,code,8,14,6,32,1033,8,0.9512342691190707,0.7366892545982575,4.0,4.205062969087902,0.2532703488372093,0.6137466020785048
base,instruct,prefill,code,8,15,7,8,1033,8,0.6084220716360116,0.06292352371732816,1.0,1.6435958631662688,0.3022044573643411,0.5825470825470855
base,instruct,prefill,code,8,15,7,16,1033,8,0.7977976766698935,0.2749273959341723,2.0,2.506901258910966,0.30238614341085274,0.5685574930552807
base,instruct,prefill,code,8,15,7,32,1033,8,0.9325992255566312,0.6592449177153921,4.0,4.289087842221357,0.23331516472868216,0.6400119304567741
base,instruct,prefill,code,9,10,1,8,1033,8,0.6901016456921588,0.027105517909002903,1.0,1.449061897247063,0.43531976744186046,0.46825867930519055
base,instruct,prefill,code,9,10,1,16,1033,8,0.8898838334946757,0.48112294288480156,2.0,2.2474843622518357,0.4003149224806202,0.48167513977418597
base,instruct,prefill,code,9,10,1,32,1033,8,0.9788238141335914,0.856727976766699,4.0,4.086537272839659,0.2711967054263566,0.5992633491576177
base,instruct,prefill,code,9,11,2,8,1033,8,0.7077686350435625,0.05227492739593417,1.0,1.4128910924944436,0.35574127906976744,0.5371150167661821
base,instruct,prefill,code,9,11,2,16,1033,8,0.903920619554695,0.5275895450145208,2.0,2.2125836680053546,0.3303657945736434,0.5413540999974564
base,instruct,prefill,code,9,11,2,32,1033,8,0.9794288480154889,0.8654404646660213,4.0,4.084012849023968,0.258296996124031,0.6100066190128683
base,instruct,prefill,code,9,12,3,8,1033,8,0.6661423039690223,0.02904162633107454,1.0,1.501180744777475,0.3643410852713178,0.524415098252309
base,instruct,prefill,code,9,12,3,16,1033,8,0.8740319457889641,0.47047434656340753,2.0,2.2882458812127924,0.3243701550387597,0.5564426440604826
base,instruct,prefill,code,9,12,3,32,1033,8,0.9673281703775412,0.8276863504356244,4.0,4.135101325994496,0.2508781492248062,0.6169589584440078
base,instruct,prefill,code,9,13,4,8,1033,8,0.657187802516941,0.011616650532429816,1.0,1.5216350580003684,0.35041182170542634,0.5348124528357102
base,instruct,prefill,code,9,13,4,16,1033,8,0.8676185866408519,0.41142303969022265,2.0,2.305160390516039,0.2747093023255814,0.5996591477966273
base,instruct,prefill,code,9,13,4,32,1033,8,0.9696272991287512,0.8383349467570184,4.0,4.125296393360789,0.2442466085271318,0.625730560619375
base,instruct,prefill,code,9,14,5,8,1033,8,0.670135527589545,0.036786060019361085,1.0,1.49223546406645,0.37730135658914726,0.5101024298698716
base,instruct,prefill,code,9,14,5,16,1033,8,0.8627783155856728,0.452081316553727,2.0,2.318092566619916,0.3366642441860465,0.5416521704262776
base,instruct,prefill,code,9,14,5,32,1033,8,0.9584946757018393,0.771539206195547,4.0,4.173210453225603,0.2614765019379845,0.6061769604538688
base,instruct,prefill,code,9,15,6,8,1033,8,0.6160454985479187,0.05614714424007745,1.0,1.6232567275584364,0.3171027131782946,0.5718085101806055
base,instruct,prefill,code,9,15,6,16,1033,8,0.8184898354307841,0.3165537270087125,2.0,2.443524541691307,0.3059593023255814,0.5650795982592094
base,instruct,prefill,code,9,15,6,32,1033,8,0.9399806389157793,0.6892545982575025,4.0,4.2554067971163745,0.23934108527131784,0.6320966276771216
base,instruct,prefill,code,10,11,1,8,1033,8,0.7143030009680542,0.05421103581800581,1.0,1.3999661189225818,0.3861434108527132,0.509736989969548
base,instruct,prefill,code,10,11,1,16,1033,8,0.9167473378509197,0.5779283639883833,2.0,2.181626187961985,0.36924660852713176,0.4987171950347757
