checkpoint,phase,domain,source_layer,target_layer,delta,capacity,transition_selection_coverage,static_selection_coverage,selection_gain_over_static,transition_complete_coverage,static_complete_coverage,complete_gain_over_static
base,prefill,conversation,0,2,2,16,0.41152019002375295,0.23782660332541566,0.1736935866983373,0.0,0.0,0.0
base,prefill,conversation,0,2,2,32,0.6730997624703088,0.5112826603325415,0.16181710213776723,0.08788598574821853,0.004750593824228029,0.0831353919239905
base,prefill,conversation,0,3,3,8,0.27820665083135393,0.13984560570071258,0.13836104513064135,0.0,0.0,0.0
base,prefill,conversation,0,3,3,16,0.5086104513064132,0.3248218527315915,0.18378859857482177,0.0166270783847981,0.0,0.0166270783847981
base,prefill,conversation,0,3,3,32,0.7731591448931117,0.665083135391924,0.10807600950118768,0.1828978622327791,0.052256532066508314,0.13064133016627077
base,prefill,conversation,0,4,4,8,0.21169833729216153,0.13598574821852732,0.0757125890736342,0.0,0.0,0.0
base,prefill,conversation,0,4,4,16,0.41181710213776723,0.2838479809976247,0.12796912114014253,0.004750593824228029,0.0,0.004750593824228029
base,prefill,conversation,0,4,4,32,0.6787410926365796,0.5534441805225653,0.12529691211401428,0.0997624703087886,0.019002375296912115,0.08076009501187648
base,prefill,conversation,0,5,5,8,0.21852731591448932,0.10362232779097387,0.11490498812351545,0.0,0.0,0.0
base,prefill,conversation,0,5,5,16,0.40617577197149646,0.25534441805225655,0.1508313539192399,0.007125890736342043,0.0,0.007125890736342043
base,prefill,conversation,0,5,5,32,0.6448931116389549,0.4982185273159145,0.14667458432304042,0.05938242280285035,0.030878859857482184,0.02850356294536817
base,prefill,conversation,0,6,6,8,0.22505938242280285,0.1680522565320665,0.05700712589073634,0.0,0.0,0.0
base,prefill,conversation,0,6,6,16,0.42844418052256533,0.29720902612826605,0.13123515439429928,0.009501187648456057,0.0023752969121140144,0.007125890736342043
base,prefill,conversation,0,6,6,32,0.6677553444180523,0.5665083135391924,0.10124703087885989,0.09263657957244656,0.021377672209026127,0.07125890736342043
base,prefill,conversation,0,7,7,8,0.2666270783847981,0.16389548693586697,0.10273159144893113,0.0,0.0,0.0
base,prefill,conversation,0,7,7,16,0.45219714964370544,0.2820665083135392,0.17013064133016625,0.009501187648456057,0.0,0.009501187648456057
base,prefill,conversation,0,7,7,32,0.7125890736342043,0.5905581947743468,0.12203087885985753,0.12589073634204276,0.05463182897862233,0.07125890736342043
base,prefill,conversation,0,8,8,8,0.2752375296912114,0.13687648456057008,0.13836104513064132,0.0,0.0,0.0
base,prefill,conversation,0,8,8,16,0.48782660332541566,0.3108669833729216,0.17695961995249404,0.040380047505938245,0.0,0.040380047505938245
base,prefill,conversation,0,8,8,32,0.7289192399049881,0.6137173396674585,0.11520190023752963,0.17814726840855108,0.04275534441805225,0.13539192399049882
base,prefill,conversation,0,9,9,8,0.2746437054631829,0.11906175771971496,0.15558194774346795,0.0,0.0,0.0
base,prefill,conversation,0,9,9,16,0.49287410926365793,0.2556413301662708,0.23723277909738716,0.019002375296912115,0.0,0.019002375296912115
base,prefill,conversation,0,9,9,32,0.7609857482185273,0.5754156769596199,0.18557007125890734,0.20665083135391923,0.014251781472684086,0.19239904988123516
base,prefill,conversation,0,10,10,8,0.28652019002375295,0.12232779097387174,0.1641923990498812,0.0,0.0,0.0
base,prefill,conversation,0,10,10,16,0.47268408551068886,0.27197149643705465,0.2007125890736342,0.009501187648456057,0.0,0.009501187648456057
base,prefill,conversation,0,10,10,32,0.7354513064133017,0.6036223277909739,0.13182897862232779,0.1876484560570071,0.040380047505938245,0.14726840855106887
base,prefill,conversation,0,11,11,8,0.22891923990498814,0.12915676959619954,0.0997624703087886,0.0,0.0,0.0
base,prefill,conversation,0,11,11,16,0.43942992874109266,0.27256532066508316,0.1668646080760095,0.014251781472684086,0.0,0.014251781472684086
base,prefill,conversation,0,11,11,32,0.6760688836104513,0.5507719714964371,0.12529691211401417,0.0831353919239905,0.035629453681710214,0.047505938242280284
base,prefill,conversation,0,12,12,8,0.25415676959619954,0.12054631828978622,0.1336104513064133,0.0,0.0,0.0
base,prefill,conversation,0,12,12,16,0.44002375296912116,0.26247030878859856,0.1775534441805226,0.0166270783847981,0.0,0.0166270783847981
base,prefill,conversation,0,12,12,32,0.6775534441805225,0.5736342042755345,0.10391923990498808,0.15201900237529692,0.05938242280285035,0.09263657957244656
base,prefill,conversation,0,13,13,8,0.22446555819477435,0.10005938242280285,0.1244061757719715,0.0,0.0,0.0
base,prefill,conversation,0,13,13,16,0.37351543942992876,0.27315914489311166,0.1003562945368171,0.007125890736342043,0.0,0.007125890736342043
base,prefill,conversation,0,13,13,32,0.66270783847981,0.5843230403800475,0.07838479809976251,0.11401425178147269,0.04275534441805225,0.07125890736342044
base,prefill,conversation,0,14,14,8,0.22387173396674584,0.10985748218527316,0.11401425178147268,0.0,0.0,0.0
base,prefill,conversation,0,14,14,16,0.42013064133016625,0.29334916864608074,0.12678147268408552,0.007125890736342043,0.0,0.007125890736342043
base,prefill,conversation,0,14,14,32,0.6941805225653207,0.5573040380047506,0.1368764845605701,0.11401425178147269,0.023752969121140142,0.09026128266033255
base,prefill,conversation,0,15,15,8,0.22743467933491687,0.1514251781472684,0.07600950118764846,0.0,0.0,0.0
base,prefill,conversation,0,15,15,16,0.42042755344418054,0.3233372921615202,0.09709026128266035,0.009501187648456057,0.0,0.009501187648456057
base,prefill,conversation,0,15,15,32,0.7078384798099763,0.6252969121140143,0.08254156769596199,0.09738717339667459,0.028503562945368172,0.06888361045130642
base,prefill,general,0,1,1,8,0.34458333333333335,0.17716666666666667,0.16741666666666669,0.0,0.0,0.0
base,prefill,general,0,1,1,16,0.5515,0.35358333333333336,0.19791666666666663,0.042666666666666665,0.0,0.042666666666666665
base,prefill,general,0,1,1,32,0.7600833333333333,0.63825,0.12183333333333335,0.188,0.058666666666666666,0.12933333333333333
base,prefill,general,0,2,2,8,0.269,0.14183333333333334,0.12716666666666668,0.0,0.0,0.0
base,prefill,general,0,2,2,16,0.4685,0.29733333333333334,0.1711666666666667,0.016666666666666666,0.0,0.016666666666666666
base,prefill,general,0,2,2,32,0.74925,0.5938333333333333,0.15541666666666665,0.19333333333333333,0.06,0.13333333333333333
base,prefill,general,0,3,3,8,0.28458333333333335,0.13333333333333333,0.15125000000000002,0.0,0.0,0.0
base,prefill,general,0,3,3,16,0.5073333333333333,0.31366666666666665,0.19366666666666665,0.02666666666666667,0.0,0.02666666666666667
base,prefill,general,0,3,3,32,0.7590833333333333,0.6075833333333334,0.15149999999999997,0.206,0.042666666666666665,0.16333333333333333
base,prefill,general,0,4,4,8,0.25675,0.15875,0.09799999999999998,0.0,0.0,0.0
base,prefill,general,0,4,4,16,0.47683333333333333,0.31975,0.15708333333333335,0.007333333333333333,0.0,0.007333333333333333
base,prefill,general,0,4,4,32,0.7520833333333333,0.61475,0.1373333333333333,0.16866666666666666,0.03933333333333333,0.12933333333333333
base,prefill,general,0,5,5,8,0.2325,0.12683333333333333,0.10566666666666669,0.0,0.0,0.0
base,prefill,general,0,5,5,16,0.46525,0.3065,0.15875,0.004,0.0,0.004
base,prefill,general,0,5,5,32,0.7531666666666667,0.6195833333333334,0.13358333333333328,0.184,0.054,0.13
base,prefill,general,0,6,6,8,0.21091666666666667,0.12625,0.08466666666666667,0.0,0.0,0.0
base,prefill,general,0,6,6,16,0.42766666666666664,0.28391666666666665,0.14375,0.006666666666666667,0.0,0.006666666666666667
