phase,domain,layer_id,rank,expert_id,selections,probability
prefill,__all__,7,20,41,252,0.018839712918660288
prefill,__all__,7,21,55,250,0.01869019138755981
prefill,__all__,7,22,21,248,0.01854066985645933
prefill,__all__,7,23,18,238,0.017793062200956937
prefill,__all__,7,24,34,237,0.0177183014354067
prefill,__all__,7,25,19,237,0.0177183014354067
prefill,__all__,7,26,0,233,0.01741925837320574
prefill,__all__,7,27,31,222,0.01659688995215311
prefill,__all__,7,28,58,220,0.01644736842105263
prefill,__all__,7,29,39,202,0.015101674641148326
prefill,__all__,7,30,2,199,0.014877392344497607
prefill,__all__,7,31,52,198,0.014802631578947368
prefill,__all__,7,32,15,197,0.01472787081339713
prefill,__all__,7,33,36,192,0.014354066985645933
prefill,__all__,7,34,59,189,0.014129784688995214
prefill,__all__,7,35,14,187,0.013980263157894737
prefill,__all__,7,36,24,183,0.01368122009569378
prefill,__all__,7,37,25,180,0.013456937799043063
prefill,__all__,7,38,47,176,0.013157894736842105
prefill,__all__,7,39,22,175,0.013083133971291867
prefill,__all__,7,40,13,174,0.013008373205741627
prefill,__all__,7,41,16,167,0.012485047846889951
prefill,__all__,7,42,40,160,0.011961722488038277
prefill,__all__,7,43,45,158,0.011812200956937798
prefill,__all__,7,44,20,151,0.011288875598086124
prefill,__all__,7,45,3,147,0.010989832535885168
prefill,__all__,7,46,27,144,0.01076555023923445
prefill,__all__,7,47,57,143,0.01069078947368421
prefill,__all__,7,48,9,142,0.010616028708133971
prefill,__all__,7,49,10,139,0.010391746411483254
prefill,__all__,7,50,11,134,0.010017942583732058
prefill,__all__,7,51,62,129,0.009644138755980861
prefill,__all__,7,52,49,129,0.009644138755980861
prefill,__all__,7,53,12,123,0.009195574162679425
prefill,__all__,7,54,33,117,0.008747009569377991
prefill,__all__,7,55,42,98,0.007326555023923445
prefill,__all__,7,56,53,92,0.00687799043062201
prefill,__all__,7,57,7,85,0.006354665071770335
prefill,__all__,7,58,30,83,0.006205143540669857
prefill,__all__,7,59,60,76,0.005681818181818182
prefill,__all__,7,60,50,76,0.005681818181818182
prefill,__all__,7,61,51,65,0.0048594497607655504
prefill,__all__,7,62,28,61,0.004560406698564594
prefill,__all__,7,63,6,57,0.004261363636363636
prefill,__all__,7,64,8,46,0.003438995215311005
prefill,__all__,8,1,54,499,0.03730562200956938
prefill,__all__,8,2,18,450,0.033642344497607654
prefill,__all__,8,3,3,364,0.02721291866028708
prefill,__all__,8,4,11,358,0.026764354066985647
prefill,__all__,8,5,42,346,0.025867224880382775
prefill,__all__,8,6,57,330,0.024671052631578948
prefill,__all__,8,7,37,330,0.024671052631578948
prefill,__all__,8,8,20,330,0.024671052631578948
prefill,__all__,8,9,63,325,0.02429724880382775
prefill,__all__,8,10,55,323,0.024147727272727272
prefill,__all__,8,11,56,318,0.023773923444976076
prefill,__all__,8,12,45,307,0.022951555023923445
prefill,__all__,8,13,12,303,0.022652511961722487
prefill,__all__,8,14,17,303,0.022652511961722487
prefill,__all__,8,15,34,302,0.02257775119617225
prefill,__all__,8,16,10,298,0.02227870813397129
prefill,__all__,8,17,15,294,0.021979665071770335
prefill,__all__,8,18,51,293,0.021904904306220097
prefill,__all__,8,19,35,283,0.021157296650717704
prefill,__all__,8,20,33,257,0.019213516746411485
prefill,__all__,8,21,30,256,0.019138755980861243
prefill,__all__,8,22,6,254,0.018989234449760764
prefill,__all__,8,23,1,240,0.017942583732057416
prefill,__all__,8,24,28,232,0.017344497607655503
prefill,__all__,8,25,50,227,0.016970693779904306
prefill,__all__,8,26,62,225,0.016821172248803827
prefill,__all__,8,27,52,222,0.01659688995215311
prefill,__all__,8,28,9,221,0.016522129186602872
prefill,__all__,8,29,32,217,0.016223086124401914
prefill,__all__,8,30,53,213,0.01592404306220096
prefill,__all__,8,31,21,205,0.015325956937799043
prefill,__all__,8,32,24,200,0.014952153110047847
prefill,__all__,8,33,58,191,0.014279306220095694
prefill,__all__,8,34,5,188,0.014055023923444977
prefill,__all__,8,35,29,187,0.013980263157894737
prefill,__all__,8,36,0,185,0.013830741626794258
prefill,__all__,8,37,40,180,0.013456937799043063
prefill,__all__,8,38,16,179,0.013382177033492823
prefill,__all__,8,39,23,176,0.013157894736842105
prefill,__all__,8,40,44,173,0.012933612440191387
prefill,__all__,8,41,26,167,0.012485047846889951
prefill,__all__,8,42,61,154,0.011513157894736841
