size_mib,bytes,repetition,elapsed_ms,wall_completion_ms
24,25165824,20,0.565447986125946,0.5807019770145416
24,25165824,21,0.5673670172691345,0.5820011720061302
24,25165824,22,0.5656880140304565,0.5799923092126846
24,25165824,23,0.5665280222892761,0.5810204893350601
24,25165824,24,0.5644869804382324,0.5783122032880783
24,25165824,25,0.5647680163383484,0.5792714655399323
24,25165824,26,0.5661680102348328,0.5781510844826698
24,25165824,27,0.5662469863891602,0.5806321278214455
24,25165824,28,0.5660480260848999,0.5801012739539146
24,25165824,29,0.5662479996681213,0.58028195053339
24,25165824,30,0.5658069849014282,0.5803415551781654
24,25165824,31,0.5664470195770264,0.5808314308524132
24,25165824,32,0.5639669895172119,0.5787117406725883
24,25165824,33,0.5656880140304565,0.5814312025904655
24,25165824,34,0.5660079717636108,0.5802921950817108
24,25165824,35,0.5662069916725159,0.5813511088490486
24,25165824,36,0.5657280087471008,0.5798023194074631
24,25165824,37,0.5660480260848999,0.5811210721731186
24,25165824,38,0.5656070113182068,0.5791215226054192
24,25165824,39,0.5665270090103149,0.5816221237182617
24,25165824,40,0.5658479928970337,0.5800314247608185
24,25165824,41,0.5657269954681396,0.581071712076664
24,25165824,42,0.5657269954681396,0.5808807909488678
24,25165824,43,0.5662879943847656,0.5809422582387924
24,25165824,44,0.5655670166015625,0.5807504057884216
24,25165824,45,0.5665270090103149,0.5824007093906403
24,25165824,46,0.5655679702758789,0.5799122154712677
24,25165824,47,0.5663269758224487,0.5806507542729378
24,25165824,48,0.5658869743347168,0.5798721686005592
24,25165824,49,0.5673279762268066,0.5816314369440079
