phase,domain,layer_id,window_size,hotset_size,n_windows,mean_jaccard,min_jaccard,mean_static_coverage,mean_lagged_coverage,mean_oracle_coverage,mean_lagged_oracle_ratio
prefill,general,7,256,8,21,0.35147519147519146,0.06666666666666667,0.264453125,0.2337158203125,0.326806640625,0.7249982158365451
prefill,general,7,512,8,10,0.40813260813260815,0.23076923076923078,0.2568901909722222,0.22938368055555555,0.2959526909722222,0.7775859167239842
prefill,general,8,256,8,21,0.30614718614718617,0.06666666666666667,0.2481201171875,0.22451171875,0.303076171875,0.7485792071085134
prefill,general,8,512,8,10,0.447747314413981,0.14285714285714285,0.2475857204861111,0.2273491753472222,0.2798665364583333,0.8172153769728785
prefill,general,9,256,8,21,0.3234898434898435,0.06666666666666667,0.2328857421875,0.2035400390625,0.264794921875,0.7715332928415647
prefill,general,9,512,8,10,0.34117734117734116,0.14285714285714285,0.23008897569444445,0.20572916666666666,0.2431640625,0.8460593247878705
prefill,general,10,256,8,21,0.4527161727161727,0.14285714285714285,0.2610595703125,0.2406494140625,0.2842041015625,0.844501244505965
prefill,general,10,512,8,10,0.5120089786756453,0.3333333333333333,0.2577582465277778,0.24381510416666666,0.2667371961805556,0.9151481792623595
prefill,general,11,256,8,21,0.3132334332334332,0.06666666666666667,0.2736083984375,0.23212890625,0.3158203125,0.7368173402432834
prefill,general,11,512,8,10,0.4892169558836225,0.23076923076923078,0.2661946614583333,0.2388237847222222,0.2863498263888889,0.8442408108931995
prefill,general,12,256,8,21,0.31513819513819513,0.06666666666666667,0.2720458984375,0.252783203125,0.32099609375,0.7965847667210791
prefill,general,12,512,8,10,0.33348133348133346,0.14285714285714285,0.2707790798611111,0.2434353298611111,0.2971733940972222,0.8229888193148567
prefill,general,13,256,8,21,0.33594405594405596,0.06666666666666667,0.2752685546875,0.2466796875,0.33291015625,0.7394468298746025
prefill,general,13,512,8,10,0.3614829614829615,0.14285714285714285,0.2696668836805556,0.2214084201388889,0.3049045138888889,0.7334066196007204
prefill,general,14,256,8,21,0.45011877011877016,0.14285714285714285,0.2804443359375,0.2653076171875,0.3261474609375,0.819613347579236
prefill,general,14,512,8,10,0.520366053699387,0.23076923076923078,0.2769368489583333,0.2641059027777778,0.3033854166666667,0.8706429704450439
prefill,general,15,256,8,21,0.38023754023754025,0.06666666666666667,0.2871337890625,0.25546875,0.3413818359375,0.7555465595284923
prefill,general,15,512,8,10,0.3889320555987223,0.23076923076923078,0.2865939670138889,0.2546929253472222,0.3136664496527778,0.8178987264176076
prefill,math,0,256,8,7,0.4212898212898213,0.23076923076923078,0.2985026041666667,0.2889811197916667,0.3064778645833333,0.9427845045978387
prefill,math,0,512,8,3,0.6161616161616161,0.45454545454545453,0.29736328125,0.2955322265625,0.29931640625,0.9873770840818065
prefill,math,1,256,8,7,0.5811447811447811,0.45454545454545453,0.2567545572916667,0.24983723958333334,0.2628580729166667,0.9493680268042167
prefill,math,1,512,8,3,0.6888888888888889,0.6,0.2576904296875,0.2564697265625,0.259521484375,0.9881817046856143
prefill,math,2,256,8,7,0.635016835016835,0.45454545454545453,0.280029296875,0.2676595052083333,0.28759765625,0.9304252124776209
prefill,math,2,512,8,3,0.5272727272727272,0.45454545454545453,0.269775390625,0.2669677734375,0.2794189453125,0.9552533520662168
prefill,math,3,256,8,7,0.5070707070707071,0.3333333333333333,0.2906901041666667,0.2783203125,0.298095703125,0.9336844091685524
