phase,domain,layer_id,rank,expert_id,selections,probability
prefill,__all__,7,32,15,1577,0.014163313694496336
prefill,__all__,7,33,55,1569,0.014091464290846387
prefill,__all__,7,34,24,1515,0.013606480816209226
prefill,__all__,7,35,52,1463,0.013139459692484553
prefill,__all__,7,36,34,1429,0.012834099726972267
prefill,__all__,7,37,14,1422,0.01277123149877856
prefill,__all__,7,38,13,1362,0.012232360971403938
prefill,__all__,7,39,16,1329,0.011935982181347895
prefill,__all__,7,40,62,1305,0.011720433970398045
prefill,__all__,7,41,12,1277,0.011468961057623222
prefill,__all__,7,42,11,1268,0.011388130478517028
prefill,__all__,7,43,40,1259,0.011307299899410836
prefill,__all__,7,44,10,1194,0.010723523494754994
prefill,__all__,7,45,59,1190,0.010687598792930018
prefill,__all__,7,46,20,1133,0.010175671791924128
prefill,__all__,7,47,3,1114,0.010005029458255496
prefill,__all__,7,48,25,1105,0.009924198879149302
prefill,__all__,7,49,22,1101,0.009888274177324328
prefill,__all__,7,50,49,998,0.008963213105331226
prefill,__all__,7,51,9,931,0.008361474349762896
prefill,__all__,7,52,42,919,0.008253700244287973
prefill,__all__,7,53,57,890,0.007993246156056904
prefill,__all__,7,54,33,805,0.007229846242276189
prefill,__all__,7,55,53,788,0.007077166259520046
prefill,__all__,7,56,27,753,0.006762825118551516
prefill,__all__,7,57,60,694,0.0062329357666331365
prefill,__all__,7,58,30,672,0.006035349906595776
prefill,__all__,7,59,6,641,0.00575693346745222
prefill,__all__,7,60,50,459,0.004122359534415865
prefill,__all__,7,61,8,427,0.0038349619198160653
prefill,__all__,7,62,7,371,0.0033320160942664177
prefill,__all__,7,63,51,330,0.0029637879005604256
prefill,__all__,7,64,28,327,0.002936844374191694
prefill,__all__,8,1,54,5755,0.05168666475068257
prefill,__all__,8,2,3,4454,0.040002155482109496
prefill,__all__,8,3,37,3474,0.03120060353499066
prefill,__all__,8,4,18,3295,0.029592973128323034
prefill,__all__,8,5,11,3278,0.02944029314556689
prefill,__all__,8,6,45,3046,0.02735666043971835
prefill,__all__,8,7,51,2977,0.026736959333237532
prefill,__all__,8,8,16,2647,0.02377317143267711
prefill,__all__,8,9,20,2593,0.023288187958039948
prefill,__all__,8,10,10,2517,0.022605618623365426
prefill,__all__,8,11,57,2460,0.022093691622359534
prefill,__all__,8,12,30,2384,0.021411122287685012
prefill,__all__,8,13,35,2369,0.021276404655841356
prefill,__all__,8,14,55,2364,0.021231498778560138
prefill,__all__,8,15,12,2316,0.02080040235666044
prefill,__all__,8,16,63,2221,0.01994719068831729
prefill,__all__,8,17,17,2205,0.019803491881017387
prefill,__all__,8,18,32,2172,0.019507113090961346
prefill,__all__,8,19,1,2137,0.019192771949992814
prefill,__all__,8,20,6,2123,0.019067035493605403
prefill,__all__,8,21,42,2076,0.01864492024716195
prefill,__all__,8,22,15,2064,0.018537146141687024
prefill,__all__,8,23,34,1957,0.017576160367868948
prefill,__all__,8,24,56,1917,0.0172169133496192
